통합키,회사명,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,업종,직급직책,근무시간,급여,채용인원,채용인원구분,학력,상세주소,경력구분,최소연차,고용형태표준,시도,시군구,기술스택,마감일,마감구분,게재사이트수,게재사이트,대표URL,전체URL,수집시각,부산판정근거,부산판정확실도
KR2026090700029345,해든노인복지센터,인창병원 인근 거주 3등급 여성수급자 (재가요양보...,"요양보호사, 의사, 재가요양보호사",인창병원 인근 거주 3등급 여성수급자 (재가요양보...,,"(초량동) 재가요양보호사 모집 - 3등급 독거 여성 어르신 - 초량동 인창병원인근 - 09시~12시(주5일) - 신체활동지원, 정서지원, 가사활동지원, 일상생활지원, 산책도움 등 - 시급 13,000원(시급 10,320원 + 주휴 등 제수당포함) *문의사항은 채용 담당자에게 문의 주세요. 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.",경력 경력무관 학력 학력무관,,,-,,주5일근무,시급 10320 ~10320 원,1,명시,학력무관,부산광역시 동구 고관로33번길 7 .,무관,0,정규직,부산,동구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5543768/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791334 | https://www.jobkorea.co.kr/Recruit/GI_Read/5543768/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103445,2026-09-08 15:00:07,시도=부산,강
KR2026090700029346,(주)나라안전기술단,건설재해예방기술지도 기사 모집,"건설재해예방기술지도 기사 모집, 기사",건설재해예방기술지도 기사 모집,,"건설재해예방기술지도 -안전관리 -경력 : 1년이상 -기사취득 후 1년이상 경력 있으신 분 -월 급여 : 2,500,000원(월 기술지도 40회 기준) -추가 경비 : 기술지도 횟수 추가시 40회 초과~60회 기술지도 : 회당 62,500원 지급 60회초과~80회 기술지도 : 회당 55,000원 지급",경력 경력 학력 학력무관,,,기업형태,,주5일근무,월급 250 ~250 만원,1,명시,학력무관,부산광역시 남구 동명로 189 지하 2층,경력,1,정규직,부산,남구,,2026-09-29,기한,4,"잡코리아, 커리어, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544772/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791333 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=781310 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54611186 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544772/Ext?siteCode=WN&sc= | https://www.jobkorea.co.kr/Recruit/GI_Read/5516115/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103446 | https://job.career.co.kr/recruit/view/22067469,2026-09-08 15:00:07,시도=부산,강
KR2026090700029347,(주)두산환경산업,생활폐기물 수집 운반원( 상차원 ) 채용,생활폐기물 수집 운반원( 상차원 ) 채용,생활폐기물 수집 운반원( 상차원 ) 채용,,"서구의 생활폐기물 수집 운반(상차원) 모집 제시임금은 수습기간 세전임금이며, 정규직전환시 임금재조정",경력 경력무관 학력 학력무관,,,생활용품·소비재·기타,,주5일근무,월급 490 ~490 만원,1,명시,학력무관,부산광역시 서구 자갈치로 10 남양빌딩 5층,무관,0,계약직,부산,서구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544773/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791322 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544773/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103447,2026-09-08 15:00:07,시도=부산,강
KR2026090700029348,주식회사 수림재가노인복지센터,당감동 요양보호사 구인,"당감동 요양보호사 구인, 요양보호사",당감동 요양보호사 구인,,"2등급 80대 여자어르신 케어하실 분(배우자 함께 거주) 신체활동 및 일상생활 지원 근무시간 : 오전 08시 30분 ~ 오후 12시 00분 시급 13,000(시급 10,320원 + 주휴수당, 연차수당 별도 지급 포함) + 중증수당 지급 주 6회 (월 ~ 토) 근무",경력 경력무관 학력 학력무관,,,-,,주6일근무,시급 10320 ~10320 원,1,명시,학력무관,부산광역시 부산진구 백양관문로 10 314동,무관,0,정규직,부산,부산진구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544399/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791320 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791040 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=779338 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544399/Ext?siteCode=WN&sc= | https://www.jobkorea.co.kr/Recruit/GI_Read/5542816/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103448 | https://job.career.co.kr/recruit/view/22103430 | https://job.career.co.kr/recruit/view/22063304,2026-09-08 15:00:07,시도=부산,강
KR2026090700029349,(주）맥서브（Maxerve Co．，Ltd．）,[맥서브]부산 암남동물류센터 교대 시설기사 구인,"물류, 기사, 시설기사, 물류센터, 유지보수, 당직, 소방, 안전관리",,,"* 교대 시설기사 (1명) - 업무분야 : 시설물 유지보수, 입주사 응대 및 법정사항 점검, 공사관리 등 - 근무형태 : 3교대(당직/비번/휴무), 09:00 ~ 익일 09:00(휴게시간 3시간) - 자격사항 : 소방안전관리 보조자 선임가능자 - 급여 : 288만원 - 우대사항 : 공조냉동 안전관리 보조자 or 전기 안전관리 보조자 선임가능자 유관업무 경력자 유관업무 자격증 소지자 즉시출근 가능자 장기근무 가능자 인근 거주자",,,,사업시설 유지․관리 서비스업,,주3일근무,월급,1,명시,학력무관,부산 서구,경력,1,계약직,부산,서구,,2026-09-29,기한,3,"사람인, 부산일자리정보망, 커리어",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791316,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791316 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54610900 | https://job.career.co.kr/recruit/view/22103203,2026-09-07 23:03:25,시도=부산,강
KR2026090700029350,정진정밀,범용선반조작원 모집,"범용선반조작원 모집, 범용선반조작원",범용선반조작원 모집,,"범용선반을 조작하여 금형부품 가공( 430 화천선반 ,400 / 1060 통일선반 )",경력 경력 학력 학력무관,,,-,,주6일근무,월급 250 만원,1,명시,학력무관,부산광역시 사상구 삼락천로 148 정진정밀,경력,2,정규직,부산,사상구,,2026-09-29,기한,4,"잡코리아, 커리어, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544762/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791313 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54611271 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544762/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103541,2026-09-08 15:00:07,시도=부산,강
KR2026090700029351,삼보테크,"제관, 용접 사원 모집","제관, 용접 사원 모집, 용접, 사원","제관, 용접 사원 모집",,SUS사다리제작 TIG용접가능하신분,경력 경력 학력 학력무관,,,-,,주6일근무,월급 300 만원,1,명시,학력무관,부산광역시 강서구 미음국제5로다길 3 삼보테크,경력,1,정규직,부산,강서구,,2026-09-29,기한,4,"잡코리아, 커리어, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544763/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791311 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54622351 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544763/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103542,2026-09-08 15:00:07,시도=부산,강
KR2026090700029352,한국서비스(주),건물시설기사 구인,"건물시설기사 구인, 기사, 건물시설기사",건물시설기사 구인,,"건물 시설관리(전기,소방)",경력 경력무관 학력 학력무관,,,콜센터·아웃소싱·기타,,주5일근무,월급 245 ~245 만원,1,명시,학력무관,부산광역시 금정구 금정로 252 세정구서타워,무관,0,계약직,부산,금정구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544641/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791310 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544641/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103452,2026-09-08 15:00:07,시도=부산,강
KR2026090700029353,율곡세무회계,부산 명지국제신도시 회계사무실 경력직 직원 모집,"회계사, 직원",부산 명지국제신도시 회계사무실 경력직 직원 모집,,"• 원천세, 4대보험 관련업무 • 개인사업자, 법인사업자 기장업무 • 부가세, 종합소득세 신고대리업무 • 기타 세무상담 [회계프로그램] • 더존 위하고 [경력] • 회계사무실 경력만 인정 • 2년 이상 필수(법인결산 2번 이상) [급여] • 협의 후 결정 • 5월 100% 상여",경력 경력 학력 학력무관,,,회계·세무·법무,,주5일근무,월급 230 만원,1,명시,학력무관,부산광역시 강서구 명지국제2로28번길 3,경력,,정규직,부산,강서구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544764/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791304 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=778320 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544764/Ext?siteCode=WN&sc= | https://www.jobkorea.co.kr/Recruit/GI_Read/5507461/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103545 | https://job.career.co.kr/recruit/view/22057832,2026-09-08 15:00:07,시도=부산,강
KR2026090700029354,부영테크,MCT 기능직 인재를 모집합니다.,"MCT 기능직 인재를 모집합니다, 기능직",MCT 기능직 인재를 모집합니다.,,"[모집직무] MCT 기계 운영, 가공 관리, 기계 정비, 생산 공정 관리 [직무소개] 우리 회사는 고품질의 금속 가공 제품을 생산하는 기업입니다. MCT 밀링 기능공은 가공 부품을 생산하는 중요한 역할을 수행합니다. [주요업무] - MCT 밀링 장비 운영 및 관리 - 가공 프로그램 작성 및 설정 - 기계 정비 및 유지보수",경력 경력 학력 학력무관,,,자동차·조선·철강·항공,,주6일근무,월급 400 ~500 만원,1,명시,학력무관,부산광역시 강서구 낙동북로126번길 37-13,경력,5,정규직,부산,강서구,,2026-09-29,기한,4,"잡코리아, 커리어, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544765/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791300 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54611274 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544765/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103546,2026-09-08 15:00:07,시도=부산,강
KR2026090700029355,케이라이텍 주식회사（K LITEC CO．，LTD）,수출입 무역 사무및 영업 납품관련 업무 담당자 모...,"무역, 사무, 영업, 기술영업, 번역가",,,"[모집직무] 무역, 국제무역, 기술영업, 번역가, 중국어 소통 [직무소개] 본 회사는 해외 시장 진출및 수출을 위한 선도적인 역할을 수행하고 있습니다. 본 직무는 해외 시장에서 제품 기술영업 및 선적 무역서류 업무를 총괄하는 역할입니다. 중국어 능력이 우대하며 중국 업무 및 국내 업무 지원 역할도 수행해야 합니다. [주요업무] - 해외 시장에서 제품 기술영업 - 선적 무역서류 작성 및 처리 (워드, 엑셀 가능자) - 국내외 고객과의 소통 및 협상 - 중국 업무 관련 서류 작성 및 관리 - 국내 업무 지원 (서류 작성 및 납품)",,,,전구 및 램프 제조업,,,,1,명시,,,기타,,계약직,부산,사하구,,2026-09-29,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791299,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791299,2026-09-07 23:03:26,시도=부산,강
KR2026090700029356,주식회사 백운,산업기계 정비원을 모집합니다!,"기계, 정비",,,"<근무 조건> 모집직무 : 산업기계 정비직 근 무 지 : (부산지사) 부산광역시 남구 신선로 102 동국CM 내 경력 조건 : 신입 및 경력직 경력직의 경우 면접시 급여 협의 업무 형태: 주간근무 (토,일 휴무) 근무 형태: 계약직 평가후 정규직 전환가능 <복리후생> 1) 급여제도: 사대보험 퇴직금 야근수당 초과근무수당 특별 상여금 (여름휴가 및 명절비) 이외 근속기간에 따른 급여 인상,안전성과급 제도 2) 교육/생활: 구내식당,점심 및 저녁식사 제공,통근버스 운행 3) 근무환경: 유니폼 및 안전화 제공",,,,컨베이어장치 제조업,,주5일근무,시급,3,명시,학력무관,부산 남구,기타,0,계약직,부산,남구,,2026-09-29,기한,2,"부산일자리정보망, 커리어",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791298,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791298 | https://job.career.co.kr/recruit/view/22105005,2026-09-07 23:03:26,시도=부산,강
KR2026090700029357,와조,낚시용품(낚시집어제) 제조 생산 단순노무 정규직 ...,"제조, 생산, 노무",낚시용품(낚시집어제) 제조 생산 단순노무 정규직 ...,,"당사는 낚시 집어제(밑밥, 미끼) 제조업체로서 성실하고 책임감있는 생산직 사원을 모집합니다. * 상여금 200% 1년 근무 후 적용",경력 경력무관 학력 학력무관,,,생활용품·소비재·기타,,주5일근무,월급 236 만원,1,명시,학력무관,부산광역시 사하구 하신중앙로 148 와조,무관,0,정규직,부산,사하구,,2026-09-29,기한,3,"잡코리아, 커리어, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/5544611/Ext?siteCode=WN&sc=,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791288 | https://www.jobkorea.co.kr/Recruit/GI_Read/5544611/Ext?siteCode=WN&sc= | https://job.career.co.kr/recruit/view/22103457,2026-09-08 15:00:07,시도=부산,강
KR2026090700029358,이광호수학전문학원,[초등중등수학]센텀 이광호수학전문학원 선생님 채용,"학원강사, 수능강의, 학원생관리, 보습학원, 입시학원",,,,,,,학원·어학원,,,,1,명시,대학교(4년)↑,,무관,0,정규직,부산,해운대구,,2026-09-28,기한,2,"사람인, 부산일자리정보망",https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603136,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791280 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603136,2026-09-08 13:43:08,시도=부산,강
KR2026090700029359,이광호수학전문학원,[고등수학]센텀 이광호수학전문학원 선생님 채용,"학원강사, 수능강의, 학원생관리, 보습학원, 입시학원",,,,,,,학원·어학원,,,,1,명시,대학교(4년)↑,,무관,0,정규직,부산,해운대구,,2026-09-28,기한,2,"사람인, 부산일자리정보망",https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603137,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791279 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603137,2026-09-08 13:43:14,시도=부산,강
KR2026090700029360,주식회사마이스닷,[2026년 하반기 채용공고] 국내외 MICE이벤트 주관 및 운영 대행,,,,,,,,광고·홍보·전시,,,,1,명시,,,경력,,"계약직, 정규직",부산,수영구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791278,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791278,2026-09-07 23:03:26,시도=부산,강
KR2026090700029361,엠티에이치콘트롤밸브(주),엠티에이치콘트롤밸브(주) 설계팀 업무담당자 채용,"설계, 업무담당자",,,,,,,조선·항공·우주,,,,1,명시,,,무관,0,정규직,부산,강서구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791271,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791271 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=749784 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=708024 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=708023,2026-09-07 23:03:26,시도=부산,강
KR2026090700029362,굿리치(주),보험을 모르더라도 도전정신만 가져오세요.,보험설계사,,,,,,,증권·보험·카드,,,,1,명시,학력무관,,무관,0,프리랜서,부산,연제구,,2026-09-28,기한,2,"사람인, 부산일자리정보망",https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603511,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791260 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603511,2026-09-08 13:43:54,시도=부산,강
KR2026090700029363,(주)푸드엔 동래점,(주)푸드엔 동래점 농산팀 채용,,,,,,,,판매(매장종류별),,,,1,명시,,,무관,0,정규직,부산,동래구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791256,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791256 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=782907,2026-09-07 23:03:27,시도=부산,강
KR2026090700029364,(주)성일터빈,품질경영팀 3차원 측정 담당자 모집,"품질, 경영",,,,,,,금속·재료·철강·요업,,,,1,명시,학력무관,,경력,3,정규직,부산,강서구,,2026-09-28,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791253,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791253 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603652,2026-09-07 23:03:27,시도=부산,강
KR2026090700029365,(주)성일터빈,비파괴 검사원(관리직) 인원 모집,"검사, 관리직",,,,,,,금속·재료·철강·요업,,,,1,명시,,,경력,3,정규직,부산,강서구,,2026-09-28,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791249,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791249,2026-09-07 23:03:27,시도=부산,강
KR2026090700029366,(주)씨넷,씨넷 해양사업팀 해양 Telecom CAD 업무 담당자 (해운대),"해양, CAD",,,,,,,조선·항공·우주,,,,1,명시,학력무관,,무관,0,정규직,부산,해운대구,,2033-01-01,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791245,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791245 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54594639,2026-09-07 23:03:27,시도=부산,강
KR2026090700029367,부산성모병원,부산성모병원 신경외과 진료지원 간호사(전담간호사) 모집,"간호, 전담간호사",,,,,,,의료(진료과목별),,,,1,명시,,,경력,3,정규직,부산,남구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791236,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791236,2026-09-07 23:03:27,시도=부산,강
KR2026090700029368,구포성심병원,[구포성심병원] 통합병동 간호사 채용(경력무관),"간호, 병동",,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,정규직,부산,북구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791232,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791232,2026-09-07 23:03:27,시도=부산,강
KR2026090700029369,(의)인당의료재단 부민병원,부민병원(부산)  약제팀 팀원(업무지원직) 육아휴직 대체 모집,,,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,계약직,부산,북구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791230,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791230 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=728330,2026-09-07 23:03:27,시도=부산,강
KR2026090700029370,구포성심병원,[구포성심병원] 외래 주사실 간호사 모집(경력무관),"간호, 외래",,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,정규직,부산,북구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791229,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791229,2026-09-07 23:03:27,시도=부산,강
KR2026090700029371,(주)드라이브포스,에너지사업부 수소분야 경력직 채용,에너지,,,,,,,기계·설비·자동차,,,,1,명시,"대학(2,3년)↑",,경력,3,정규직,부산,기장군,,2033-01-01,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791209,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791209 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54604196,2026-09-07 23:03:27,시도=부산,강
KR2026090700029372,(주)아정네트웍스,"[아정당 계열사] 모바일 인바운드 세일즈(CS) 매니저 (부산/주 5,6일)","세일즈, CS, 매니저",,,,,,,쇼핑몰·오픈마켓,,,,1,명시,,,무관,0,정규직,부산,부산진구,,2026-10-27,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791195,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791195,2026-09-07 23:03:28,시도=부산,강
KR2026090700029373,시사어학원,일본인 강사님 모집/ (한국인X),강사,,,,,,,학원·어학원,,,,1,명시,대학교(4년)↑,,무관,0,프리랜서,부산,부산진구,,2033-01-01,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791189,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791189 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54604617,2026-09-07 23:03:28,시도=부산,강
KR2026090700029374,(주)아에르,(주)아에르 - 아에르웍스 녹산지점 의류 판매 및 관리,판매,,,,,,,판매(상품품목별),,,,1,명시,,,무관,0,계약직,부산,강서구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791185,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791185 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=737762,2026-09-07 23:03:28,시도=부산,강
KR2026090700029375,(주)와이에이치모터스엔오토파츠,"차량 딜리버리,세차,잡무(주 5일 근무)",세차,,,,,,,AS·카센터·주유,,,,1,명시,고졸↑,,무관,0,정규직,부산,남구,,2026-09-28,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791175,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791175 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54604729,2026-09-07 23:03:28,시도=부산,강
KR2026090700029376,권현영산부인과의원,"하단 산부인과,  간호조무사 모십니다",간호조무사,,,,,,,의료(진료과목별),,,,1,명시,,,무관,0,정규직,부산,사하구,,2026-09-28,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791145,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791145,2026-09-07 23:03:28,시도=부산,강
KR2026090700029377,태산기계,자동화 기계 생산 경력 직원모집 (면접시 경력에 따라 급여 협의,"기계, 생산, 직원",,,,,,,기계·설비·자동차,,,,1,명시,,,무관,0,정규직,부산,사상구,,2033-01-01,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791143,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791143 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=745212,2026-09-07 23:03:28,시도=부산,강
KR2026090700029378,사조씨푸드㈜물류센타,사조씨푸드 물류센타 지게차 기사 모집 공고,"지게차 기사, 물류, 지게차, 기사",지게차 기사,,냉동창고 입출고 지게차 운전원 스킬 ㆍ지게차운전기능사 자격,경력 경력무관 학력 학력무관 스킬,자격증 : 지게차운전기능사,,식품가공,,주5일(월~금) 08:30 ~ 18:00,회사 내규에 따름,1,명시,학력무관,부산 서구 암남동 721 사조물류센타 지도보기,무관,0,정규직,부산,서구,,2026-09-28,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49682404,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791141 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791072 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54605210 | https://www.jobkorea.co.kr/Recruit/GI_Read/49682404 | https://www.jobkorea.co.kr/Recruit/GI_Read/49682404?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:17:13,시도=부산,강
KR2026090700029379,아로아랩스,AI 국제 물류 스타트업 여객 프로젝트 매니저(부산),"사업개발, 기획자, PM, PO, 서비스 기획자, AI, 물류, 매니저",,,,,,,솔루션·SI·ERP·CRM,,,,1,명시,,,기타,3,정규직,부산,남구,,2033-12-31,기한,2,"원티드, 부산일자리정보망",https://www.wanted.co.kr/wd/377875,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791138 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791085 | https://www.wanted.co.kr/wd/377875,2026-09-07 20:29:13,시도=부산,강
KR2026090700029380,한국설계기술㈜,조선 해양 설계 신입 및 경력 사원 채용 (부산 지사),"조선, 설계, 메카트로닉스, 선박, 자동차, 캐드원, CAM, 금속, 철강, 항공, 우주, 해양, 사원, 3D, 도면, 제작, 설치, 교육, CAD, 기계, 제작도, 설치 도면 등",조선 설계 신입 및 경력 추가채용 - 부산지사,,"2D 및 3D 프로그램을 활용한 설계 도면 작성. (배치도, 제작도, 설치 도면 등) 신입 사원의 경우 실무를 병행한 직무 교육을 통해 빠른 업무 습득 가능. CAD, AM, TRIBON 등 설계 프로그램 유 경험자 우대 기계 및 조선 해양 등 공학 계열 전공 필수 / 타 전공 시 관련 설계 경력 필수 스킬 ㆍAutoCAD, AM, TRIBON",경력 신입·경력 (2년이상) 학력 초대졸이상 (졸업예정자 가능) 스킬,"기본우대 국가유공자, 장애인, 해외연수자, 영어가능자, 인근거주자, 고용촉진지원금 대상자, 컴퓨터활용능력 우수자, 차량소지자, 운전가능자, 취업보호대상자, 유관업무 경험자(인턴·알바), 보훈대상자, 엑셀 고급능력 보유자, CAD/CAM 프로그램 능숙자, 지방근무 가능자 우대전공",,자동차·조선·철강·항공,,주5일(월~금) 08:00 ~ 18:00 탄력근무제,회사 내규에 따름 (면접 후 결정),2,명시,초대졸↑,"부산 해운대구 센텀중앙로 78 (우동, 센텀그린타워) 지도보기",경력,2,"인턴, 정규직",부산,해운대구,,2026-09-30,상시,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49680383?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=791130 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=789647 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54580134 | https://www.jobkorea.co.kr/Recruit/GI_Read/49680383?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:59:15,시도=부산,강
