통합키,정답코드,정답명,예측코드,근거,확실도,매칭토큰,정답13분류,예측13분류,추정코드,추정근거
KR2026090700021181,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700019716,531803,병원 급식 조리사,5,상위합의,약,조리사,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700017615,623004,지게차 운전원,0,상위합의,약,경력직원,08,01,,사전(학습) 「경력직원」 — 정답 4건 중 3건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700020530,836000,전기‧전자 부품 및 제품 조립원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700037826,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700029420,027205,경리 사무원(회계·세무 사무소),027205,학습사전,중,세무기장원,01,01,,
KR2026090700026546,824102,"전기용접원(아크,알곤,티그용접원)",8,상위합의,약,알곤용접원,10,10,,사전(학습) 「알곤용접원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016589,816105,기타 기계 조립·검사원,0,상위합의,약,품질관리,10,01,,사전(학습) 「품질관리」 — 정답 52건 중 39건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700037470,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037787,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037367,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020024,232100,보육교사,029400,별칭일치,강,비서,03,01,,
KR2026090700018896,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700018358,890006,식품 분야 단순 종사원,890006,학습사전,중,식품분야단순노무자,10,10,,
KR2026090700142717,890000,기타 제조 관련 단순 종사원,,미분류,,,10,,,
KR2026090700037209,016300,제품 생산 관련 관리자,8,상위합의,약,용접,01,10,,사전(학습) 「용접」 — 정답 75건 중 65건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700027191,814000,냉난방 관련 설비 조작원,5,상위합의,약,급식,10,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700142179,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700142303,026200,영업 및 마케팅 사무원,0,상위합의,약,마케팅,01,01,,사전(학습) 「마케팅」 — 정답 12건 중 10건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700019197,890006,식품 분야 단순 종사원,8,상위합의,약,포장,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700026519,811206,기타 공업기계 설치·정비원,8,상위합의,약,설비,10,10,,사전(학습) 「설비」 — 정답 67건 중 36건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700015548,231100,사회복지사,8,상위합의,약,검사,03,13,,사전(학습) 「네트워크」 — 정답 4건 중 2건이 13 정보통신관련직 — 세세분류는 흩어진다
KR2026090700037180,821200,금속가공 기계 조작원,8,상위합의,약,생산,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700017325,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020769,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700020566,231100,사회복지사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700037565,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700018364,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계캐드원,02,02,,
KR2026090700037214,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700015577,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700029514,532301,주방 보조원(일반 음식점),5,상위합의,약,주방보조,06,06,532300,사전(수동) 「주방보조」 — 주방 보조원
KR2026090700017351,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700031150,140202,건축구조 기술자,1,상위합의,약,설계,02,02,,사전(학습) 「건축」 — 정답 36건 중 18건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700021771,531800,단체급식 조리사,5,상위합의,약,조리원,06,06,,사전(학습) 「요양병원조리사」 — 정답 2건 중 2건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700015936,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700030298,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700142262,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",561101,학습사전,중,미화원,06,06,,
KR2026090700025470,028407,창고 관리원(자재 검수원 포함),8,상위합의,약,가공,01,08,,사전(수동) 「출고」 — 하역·적재 — 운송 관련
KR2026090700028561,027201,경리 사무원(무역),0,상위합의,약,경리,01,01,029904,사전(수동) 「사무직」 — 사무 보조원(일반사업체). KECO 명칭은 `사무원`
KR2026090700021783,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700029837,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038222,232100,보육교사,232100,학습사전,중,어린이집교사,03,03,,
KR2026090700018060,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700020055,532302,단체 급식 보조원,532302,별칭일치,강,단체급식보조원,06,06,,
KR2026090700018351,890006,식품 분야 단순 종사원,890006,학습사전,중,식품분야단순노무자,10,10,,
KR2026090700038073,532302,단체 급식 보조원,5,상위합의,약,조리,06,06,,사전(학습) 「학교급식보조원」 — 정답 2건 중 2건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700027192,027200,경리 사무원,027200,학습사전,중,경리장부정리원,01,01,,
KR2026090700026526,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700024050,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700017667,872100,정육 가공원 및 도축원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700026535,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700027982,541400,보안 관제원,5,상위합의,약,경비원,06,06,541300,사전(수동) 「보안」 — 시설 및 특수 경비원
KR2026090700017329,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700031201,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700029412,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700028378,158200,방재 기술자 및 연구원,3,상위합의,약,안전관리,02,04,,사전(학습) 「소방」 — 정답 33건 중 20건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700023113,028406,자재·구매 사무원(일반 사업체),0,상위합의,약,구매,01,01,,사전(학습) 「구매」 — 정답 26건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700017612,153105,전기공사 기술자(전기견적 포함),153105,학습사전,중,전기공사현장관리자,02,02,,
KR2026090700020782,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700016872,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037508,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700038137,613202,건설자재 영업원,6,상위합의,약,영업,07,07,,후보 표결 — 지지 후보들의 13대분류가 07 로 모였다
KR2026090700021188,890000,기타 제조 관련 단순 종사원,8,상위합의,약,선박,10,10,,사전(학습) 「선박」 — 정답 65건 중 35건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700023810,307300,안경사,307300,별칭일치,강,안경사,04,04,,
KR2026090700019684,890000,기타 제조 관련 단순 종사원,8,상위합의,약,제조,10,10,890000,사전(학습) 「단순직」 — 정답 6건 중 4건이 890000 기타 제조 관련 단순 종사원
KR2026090700022389,813201,CNC 선반 조작원(NC 선반 조작원),813201,학습사전,중,cnc터닝선반조작원,10,10,,
KR2026090700028910,890003,화학·환경·에너지 분야 단순 종사원,8,상위합의,약,화학,10,10,890000,사전(수동) 「노무」 — 제조 단순 종사원
KR2026090700037237,836001,전기 부품·제품 조립·검사원,8,상위합의,약,제조,10,10,,사전(학습) 「제조」 — 정답 197건 중 122건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700021765,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도기능사,02,02,,
KR2026090700021226,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700029687,890001,기계·금속 분야 단순 종사원,8,상위합의,약,제품,10,10,,사전(학습) 「생산부」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700019725,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700020562,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700037636,232902,아동 생활지도원,232902,별칭일치,강,아동생활지도원,03,03,,
KR2026090700016862,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700022381,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700021185,232100,보육교사,232100,별칭일치,강,보육교사,03,03,,
KR2026090700021778,028400,자재관리 사무원,0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700025115,624501,하역·적재 종사원,8,상위합의,약,가공,08,01,,사전(학습) 「현장관리자」 — 정답 2건 중 1건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700142412,824107,용접 사상원 및 보조원,8,상위합의,약,단순사상원모집합니다,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037875,823400,주조기 조작원(다이캐스팅기 조작원 포함),8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700022668,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700025690,813207,프레스기 및 절단기 조작원,813207,학습사전,중,유압프레스조작원,10,10,,
KR2026090700018337,212101,국어 교사,212101,별칭일치,강,국어교사,03,03,,
KR2026090700030159,872900,기타 식품 가공 관련 기능 종사원,8,상위합의,약,생산직,10,10,,사전(학습) 「건강원종사자」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037834,624501,하역·적재 종사원,6,상위합의,약,화물,08,08,,사전(학습) 「화물하역원」 — 정답 2건 중 2건이 08 운전·운송직 — 세세분류는 흩어진다
KR2026090700025692,028402,자재·구매 사무원(기계·자동차·금속),0,상위합의,약,구매,01,01,,사전(학습) 「구매」 — 정답 26건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700037789,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700029756,304000,간호사,304000,별칭일치,강,간호사,04,04,,
KR2026090700028924,824107,용접 사상원 및 보조원,824107,별칭일치,강,용접사상원및보조원,10,10,,
KR2026090700031565,532302,단체 급식 보조원,532302,별칭일치,강,단체급식보조원,06,06,,
KR2026090700029413,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020534,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700027190,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700016619,813207,프레스기 및 절단기 조작원,8,상위합의,약,cnc,10,10,,사전(학습) 「프라즈마」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018035,532300,주방 보조원,5,상위합의,약,조리사,06,06,,사전(학습) 「조리사」 — 정답 67건 중 65건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700037363,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700022660,304002,일반 간호사,304002,학습사전,중,병동간호사,04,04,,
KR2026090700142645,813201,CNC 선반 조작원(NC 선반 조작원),,미분류,,,10,,,
KR2026090700142665,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015700,028508,품질관리 사무원(기계·자동차·금속),028507,별칭일치,강,품질관리사무원,01,01,,
KR2026090700026528,531802,유치원·어린이집 급식 조리사,5,상위합의,약,급식,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700142277,027200,경리 사무원,027200,별칭일치,강,경리사무원,01,01,,
KR2026090700017382,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020505,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700024890,158302,비파괴 검사원,158302,별칭일치,강,비파괴검사원,02,02,,
KR2026090700022409,026202,영업 기획·관리·지원 사무원,026202,학습사전,중,영업기획사무원,01,01,,
KR2026090700018907,564300,주차 관리원 및 안내원,564300,학습사전,중,주차관리원,06,06,,
KR2026090700031010,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700037737,862301,재봉사(의류·직물),862300,별칭일치,강,재봉사,12,12,,
KR2026090700021782,813200,금속 공작기계 조작원,8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142475,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700018369,231100,사회복지사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700037389,613203,건설수주 영업원,6,상위합의,약,영업,07,07,,사전(학습) 「영업사원」 — 정답 8건 중 6건이 07 영업·판매직 — 세세분류는 흩어진다
KR2026090700020013,561900,기타 청소 관련 종사원(놀이공원 등),561101,학습사전,중,미화원,06,06,,
KR2026090700030952,813210,머시닝센터(MCT) 조작원,813210,별칭일치,강,mct조작원,10,10,,
KR2026090700020575,890006,식품 분야 단순 종사원,890006,학습사전,중,식품분야단순노무자,10,10,,
KR2026090700020797,890006,식품 분야 단순 종사원,890006,학습사전,중,식품분야단순노무자,10,10,,
KR2026090700024900,890000,기타 제조 관련 단순 종사원,8,상위합의,약,제조,10,10,,사전(학습) 「제조」 — 정답 197건 중 122건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700024567,890006,식품 분야 단순 종사원,8,상위합의,약,가공,10,10,,사전(학습) 「주스병내용물선별원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142656,890000,기타 제조 관련 단순 종사원,8,상위합의,약,조립,10,10,,사전(학습) 「조립」 — 정답 110건 중 96건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018984,613200,제품 영업원,6,상위합의,약,영업,07,07,,사전(수동) 「팀장」 — 직급이라 직업을 특정할 수 없다
KR2026090700142517,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700017334,531800,단체급식 조리사,5,상위합의,약,조리,06,06,,사전(학습) 「조리」 — 정답 127건 중 119건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700142409,821100,금속가공 관련 제어 장치 조작원(용광로·용해로·금속가열로),8,상위합의,약,생산,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700020845,531802,유치원·어린이집 급식 조리사,5,상위합의,약,조리사,06,06,,사전(학습) 「조리사」 — 정답 67건 중 65건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700015970,140203,건축시공 기술자(건축견적 포함),1,상위합의,약,건축,02,02,,사전(학습) 「건축」 — 정답 36건 중 18건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700037337,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700022639,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700015601,531800,단체급식 조리사,5,상위합의,약,조리,06,06,,사전(학습) 「조리」 — 정답 127건 중 119건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700031486,532300,주방 보조원,5,상위합의,약,주방,06,06,532300,사전(수동) 「주방」 — 주방 보조원
KR2026090700038115,027200,경리 사무원,0,상위합의,약,사무직,01,01,029904,사전(수동) 「사무직」 — 사무 보조원(일반사업체). KECO 명칭은 `사무원`
KR2026090700018427,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700016883,232100,보육교사,232100,학습사전,중,어린이집센터장,03,03,,
KR2026090700030086,890000,기타 제조 관련 단순 종사원,8,상위합의,약,검사,10,10,,사전(학습) 「선박」 — 정답 65건 중 35건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700023084,531804,사업체 구내식당 급식 조리사,531804,학습사전,중,(회사)구내식당조리사,06,06,,
KR2026090700037694,890000,기타 제조 관련 단순 종사원,890000,별칭일치,강,기타제조관련단순종사원,10,10,,
KR2026090700016602,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700023365,307902,산후조리 종사원(산모 도우미),2,상위합의,약,돌봄,04,03,,사전(학습) 「산모신생아건강관리사」 — 정답 2건 중 2건이 04 보건·의료직 — 세세분류는 흩어진다
KR2026090700037695,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,생산관리,01,01,028407,사전(학습) 「물류입고원」 — 정답 3건 중 3건이 028407 창고 관리원(자재 검수원 포함)
KR2026090700037201,824102,"전기용접원(아크,알곤,티그용접원)",8,상위합의,약,용접사,10,10,,사전(학습) 「용접사」 — 정답 15건 중 14건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018858,231100,사회복지사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700019733,232903,장애인 생활지도원(장애인활동보조원 포함),232903,학습사전,중,장애인활동지원사,03,03,,
KR2026090700021143,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700030652,550102,재가 요양보호사,,미분류,,,06,,,
KR2026090700022721,822302,제관 보조원(견습공),822302,별칭일치,강,제관보조원,10,10,,
KR2026090700019673,612102,기계장비 기술영업원,0,상위합의,약,품질,07,01,,사전(학습) 「자재관리」 — 정답 16건 중 12건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700018428,531804,사업체 구내식당 급식 조리사,531804,학습사전,중,(회사)구내식당조리사,06,06,,
KR2026090700142444,026202,영업 기획·관리·지원 사무원,6,상위합의,약,영업,01,01,026202,사전(학습) 「영업관리사무원」 — 정답 3건 중 3건이 026202 영업 기획·관리·지원 사무원
KR2026090700021802,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도사,02,02,,
KR2026090700022734,151106,조선·해양공학 기술자 및 연구원,6,상위합의,약,기술영업,02,07,,사전(학습) 「기술영업」 — 정답 10건 중 6건이 07 영업·판매직 — 세세분류는 흩어진다
KR2026090700026544,813200,금속 공작기계 조작원,8,상위합의,약,제조,10,10,,사전(학습) 「제조」 — 정답 197건 중 122건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016649,231100,사회복지사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700018080,026202,영업 기획·관리·지원 사무원,0,상위합의,약,사무,01,01,,사전(학습) 「사무」 — 정답 165건 중 136건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700016204,232903,장애인 생활지도원(장애인활동보조원 포함),232903,학습사전,중,장애인활동지원사,03,03,,
KR2026090700037247,306500,물리 및 작업치료사,306501,별칭일치,강,물리치료사,04,04,,
KR2026090700031007,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700020778,613200,제품 영업원,6,상위합의,약,영업,07,07,,사전(수동) 「영업직」 — 영업원. 상품·분야 특정 불가
KR2026090700037495,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037422,890001,기계·금속 분야 단순 종사원,890001,학습사전,중,기계분야단순노무자,10,10,,
KR2026090700023814,028900,기타 운송 및 무역 사무원,0,상위합의,약,사무,01,01,,사전(수동) 「출고」 — 하역·적재 — 운송 관련
KR2026090700031613,029904,사무 보조원(일반사업체),029903,별칭일치,강,사무보조원,01,01,,
KR2026090700015591,890001,기계·금속 분야 단순 종사원,8,상위합의,약,기계,10,10,,사전(학습) 「제작」 — 정답 104건 중 65건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016901,852102,고무 압출성형기 조작원,8,상위합의,약,생산직,12,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700021756,231100,사회복지사,2,상위합의,약,사회복지,03,03,,사전(학습) 「사회복지」 — 정답 24건 중 17건이 03 교육·법률·사회복지·경찰·소방직 및 군인 — 세세분류는 흩어진다
KR2026090700030154,231100,사회복지사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700037162,890006,식품 분야 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700016967,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700023839,232100,보육교사,232100,학습사전,중,담임교사,03,03,,
KR2026090700030824,824104,조선용접원(조선취부사 포함),824104,별칭일치,강,조선용접원,10,10,,
KR2026090700142355,151101,산업기계공학 기술자 및 연구원,816102,별칭일치,강,공작기계,02,10,,
KR2026090700019184,159106,기타 제도사(캐드원),1,상위합의,약,설계,02,02,,사전(학습) 「설계」 — 정답 86건 중 66건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700142202,890000,기타 제조 관련 단순 종사원,1,상위합의,약,분석,10,10,,사전(학습) 「설비」 — 정답 67건 중 36건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700023360,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700018871,816200,기계 부품 조립원,816200,별칭일치,강,기계부품조립원,10,10,,
KR2026090700038057,612201,해외 영업원(영어),612201,학습사전,중,영어무역영업원,07,07,,
KR2026090700023538,307902,산후조리 종사원(산모 도우미),307902,별칭일치,강,산모도우미,04,04,,
KR2026090700037735,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700024592,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700025106,134100,네트워크 시스템 개발자,1,상위합의,약,개발,13,06,541300,사전(수동) 「보안」 — 시설 및 특수 경비원
KR2026090700016611,140303,토목시공 기술자(토목견적 포함),140303,별칭일치,강,토목시공기술자,02,02,,
KR2026090700142521,028400,자재관리 사무원,028400,별칭일치,강,자재관리사무원,01,01,,
KR2026090700016875,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",561101,별칭일치,강,아파트청소원,06,06,,
KR2026090700142298,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700027976,028300,수상 및 항공운송 사무원,0,상위합의,약,인사,01,01,,사전(학습) 「인사」 — 정답 16건 중 13건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700018039,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700019271,813201,CNC 선반 조작원(NC 선반 조작원),821200,별칭일치,강,금속가공기계조작원,10,10,,
KR2026090700038336,531800,단체급식 조리사,5,상위합의,약,조리원,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700020539,532302,단체 급식 보조원,532302,별칭일치,강,단체급식보조원,06,06,,
KR2026090700029927,028508,품질관리 사무원(기계·자동차·금속),028508,별칭일치,강,품질관리사무원(기계·자동차·금속),01,01,,
KR2026090700142366,816100,일반기계 조립원,8,상위합의,약,기계,10,10,,사전(수동) 「엔지니어」 — 분야 없이는 특정 불가
KR2026090700029416,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700142226,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화,06,06,561100,사전(수동) 「미화」 — 건물 청소원
KR2026090700142290,232903,장애인 생활지도원(장애인활동보조원 포함),6,상위합의,약,운전,03,08,,후보 표결 — 지지 후보들의 13대분류가 08 로 모였다
KR2026090700020524,542001,아파트·빌라 경비원,5,상위합의,약,경비원,06,06,,사전(학습) 「경비원」 — 정답 14건 중 14건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700016596,232100,보육교사,232100,학습사전,중,어린이집교사,03,03,,
KR2026090700019222,232100,보육교사,232100,학습사전,중,어린이집교사,03,03,,
KR2026090700037417,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700023847,823301,"주조원(목형원, 원형원, 주형원)",,미분류,,,10,,,
KR2026090700037623,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화원,06,06,561101,"사전(학습) 「apt청소원」 — 정답 3건 중 3건이 561101 건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)"
KR2026090700026306,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037198,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,생산보조,10,10,,
KR2026090700021994,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도사,02,02,,
KR2026090700019228,159103,기계·금속 제도사(캐드원),1,상위합의,약,설계,02,02,,사전(수동) 「cad」 — 제도·설계 — 공학기술직
KR2026090700022001,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도사,02,02,,
KR2026090700020010,890001,기계·금속 분야 단순 종사원,890001,학습사전,중,기계분야단순노무자,10,10,,
KR2026090700027007,817200,자동차 부품 조립원(검사원 포함),817200,별칭일치,강,자동차부품조립원,10,10,,
KR2026090700021435,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700018939,531800,단체급식 조리사,5,상위합의,약,조리사,06,06,532300,사전(수동) 「주방」 — 주방 보조원
KR2026090700022727,307500,간호조무사,307500,별칭일치,강,간호조무사,04,04,,
KR2026090700019229,159103,기계·금속 제도사(캐드원),159103,별칭일치,강,기계·금속제도사(캐드원),02,02,,
KR2026090700020773,531803,병원 급식 조리사,305000,별칭일치,강,영양사,06,04,,
KR2026090700029762,703200,"공업 배관공(플랜트,항공,선박,철도차량)",8,상위합의,약,용접,09,10,,사전(학습) 「배관」 — 정답 26건 중 15건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029510,153105,전기공사 기술자(전기견적 포함),1,상위합의,약,전기공,02,02,,사전(학습) 「전기공」 — 정답 12건 중 11건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700018878,028407,창고 관리원(자재 검수원 포함),8,상위합의,약,사출,01,06,532300,사전(수동) 「주방」 — 주방 보조원
KR2026090700037152,561100,건물 청소원,5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
