사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력
사람인부산,(주)메드풀,의료기기 관리 정규직채용 신입/경력 채용,의료기기영업,신입 · 경력,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54734674,saramin:54734674,2026-09-08 13:42:56,고졸↑
사람인부산,(주)로토테크,(주)로토테크 생산팀(현장직) 모집,"단순생산직, 납땜, 상주근무, 좌식근무, 주간근무",신입 · 경력,정규직,부산 기장군,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54471179,saramin:54471179,2026-09-08 13:42:56,학력무관
사람인부산,(주)로토테크,제조생산 도금 채용,"단순생산직, 도장/도금/도색, 야간근무, 주간근무",신입 · 경력,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54471196,saramin:54471196,2026-09-08 13:42:56,학력무관
사람인부산,,기계(기구) 설계 및 /기술 연구원 경력자 모집,"제품설계, 기계설계, 기구설계, 솔리드웍스",신입 · 경력,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54716229,saramin:54716229,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,(주)세양물류,(주)세양물류 구랑동 물류창고 지게차 정규직원 모집,"물류기사, 물류사무원",경력 3년↑,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54734550,saramin:54734550,2026-09-08 13:42:56,고졸↑
사람인부산,유진에스엠알시오토모티브테크노(주),유진SMRC A.T.(주) 생산기술2팀 경력사원 채용,"공정설계, 금형설계, 생산기술",6 ~ 15년,정규직,부산 강서구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54715069,saramin:54715069,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,리스보아,주 5일/하루 6시간 카페 정직원 구합니다 (주휴/연차 지급),"바리스타, 주방보조, 식당, 카페",신입,정규직,부산 영도구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54734472,saramin:54734472,2026-09-08 13:42:56,학력무관
사람인부산,리스보아,리스보아 영도 카페 정직원 모집합니다 :),"바리스타, 카페매니저, 카페",경력(년수무관),정규직,부산 영도구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54734465,saramin:54734465,2026-09-08 13:42:56,학력무관
사람인부산,노치과의원,"치위생사 선생님 모집(야간X.,토 월2회근무) 좋은 대우.","치과위생사, 간호조무사, 구강내과, 구강외과, 치과",경력 3년↑,정규직,부산 영도구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54470398,saramin:54470398,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,(주)씨어스,필드 엔지니어 [경력] (부산),"유지보수, SE(시스템엔지니어), 네트워크, 인프라, Linux",경력 7년↑,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54710527,saramin:54710527,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,,솔라영어학원에서 함께할 역량있는 영어강사를 찾고 있어요,영어,경력(년수무관),계약직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54733726,saramin:54733726,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,,Makesea 기장  바리스타 채용공고,바리스타,1 ~ 10년,정규직,부산 기장군,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54623650,saramin:54623650,2026-09-08 13:42:56,학력무관
사람인부산,(주)피이지,에너지진단 기술인력모집,"공조냉동기사, 보일러기사, 전기기사",경력무관,정규직 외,부산 부산진구,,2026-10-11,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731673,saramin:54731673,2026-09-08 13:42:56,학력무관
사람인부산,(주)인라이튼,[센텀&amp;해운대] ME 초.중등부 증원 채용,학원강사,1 ~ 10년,계약직,부산 해운대구,,2026-10-11,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731185,saramin:54731185,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,(주)올케어테크,(주)올케어테크 병원EMR사업부-CS 정규직 모집 공고 ( 0명 ),"병원관리, 상담원, 인바운드, CS, 고객관리",경력무관,정규직 외,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731163,saramin:54731163,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,아르코 스튜디오(ARCO),[아르코 스튜디오] 인테리어 디자인 및 설계팀 채용,인테리어,신입 · 경력,정규직,부산 동래구,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54666234,saramin:54666234,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,무한꿈터,꼼꼼하게 지도해 주시는 국어 학습의 전문가를 모십니다.,"학원강사, 입시학원",경력 5년↑,프리랜서,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731145,saramin:54731145,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,건강한우리약국,건강한우리약국에서 조제실 직원 모십니다,조제보조,경력무관,정규직,부산 동구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731129,saramin:54731129,2026-09-08 13:42:56,학력무관
사람인부산,리투커피바,++ 리투커피바 바리스타팀 모집 ++,바리스타,경력(년수무관),정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451744,saramin:54451744,2026-09-08 13:42:56,학력무관
사람인부산,(주)대호기계,"[금속] 밀링(2호기) 조작원 모집 (신입,경력)","제조가공, 금속",경력무관,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731098,saramin:54731098,2026-09-08 13:42:56,학력무관
사람인부산,(주)심스코,+심스코+ #물류 #재고관리 #자재관리 #신입 및 경력사원 모집,"1톤, 물류관리, 자재관리, 재고관리, 창고관리",경력무관,정규직 외,부산 해운대구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731055,saramin:54731055,2026-09-08 13:42:56,학력무관
사람인부산,(주)링구아교육,링구아어학원 전국본원(동래) 초등&amp;중등 영어강사 모집,"파트강사, 학원강사, 수능강의, 국제학교, 어학원",경력무관,정규직 외,부산 동래구,,2026-10-11,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54731003,saramin:54731003,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,(주)플렉스데이,B2B 세일즈 / 사업개발 매니저 채용(추가채용),"솔루션기술영업, 시스템영업, IT영업, B2B, 가맹점영업",경력 3년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730942,saramin:54730942,2026-09-08 13:42:56,학력무관
사람인부산,엘림어린이집,어린이집 만0세반 9월 부터 근무 담임교사 채용 공고,어린이집/유치원,경력무관,계약직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730908,saramin:54730908,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,문화의물결 까사부사노 부산근현대역사관점,까사부사노 근현대역사점 바리스타,바리스타,경력무관,정규직,부산 중구,,2026-10-10,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54707351,saramin:54707351,2026-09-08 13:42:56,학력무관
사람인부산,명지링구아어학원,부산 강서구 링구아어학원 명지직영점 (초등 중등 영어강사),영어,신입 · 경력,정규직 외,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730694,saramin:54730694,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,트위디아,트위디아 여성복 온라인 MD (플랫폼 운영/상품 운영)(부산),"온라인MD, 패션MD",1 ~ 7년,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730668,saramin:54730668,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,(주)온라이프건설,온라이프건설 본사 안전관리자 경력직 채용,"안전관리자, 안전보건관리자, 건설관리, 건설노무",경력 3년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730645,saramin:54730645,2026-09-08 13:42:56,학력무관
사람인부산,아름다운의원,[아름다운의원] 간호조무사 추가 증원합니다.,"간호조무사, 드레싱보조, 외래, 처치실, 주사실",경력 1년↑,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730582,saramin:54730582,2026-09-08 13:42:56,고졸↑
사람인부산,박해윤통영해물밥상동래점,박해윤통영해물밥상동래점 한식당 서빙·매장관리자를 찾고 있어요,"캐셔, 홀매니저, 홀서빙, 고객관리",경력무관,정규직,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730564,saramin:54730564,2026-09-08 13:42:56,학력무관
사람인부산,아가월드몬테소리 해운대지사,아가월드몬테소리 해운대지사 몬테소리 센터 교사를 모집해요,교구수업,경력 2년↑,계약직,부산 해운대구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730551,saramin:54730551,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,,(주)마리넥스 2026 하반기 창고·물류 납품 담당자 채용 공고,"물류관리, 자재관리, 재고관리, 창고관리, 검품/검수",경력무관,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730545,saramin:54730545,2026-09-08 13:42:56,학력무관
사람인부산,다이닝브랜즈그룹(주),[다이닝브랜즈그룹] 부산경남 운영 및 영업담당 (주임~대리급),"영업관리, 영업지원, 영업직, 영업전략, 가맹점관리",경력 3년↑,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54672172,saramin:54672172,2026-09-08 13:42:56,대학교(4년)↑
사람인부산,,부산 피부과 응급구조사 채용(경력직 우대) 최고대우,응급구조사,경력무관,정규직,부산 북구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54699357,saramin:54699357,2026-09-08 13:42:56,학력무관
사람인부산,,상담&amp;원무 1명 채용 - 정규직,"원무, 개인병원",신입 · 경력,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730393,saramin:54730393,2026-09-08 13:42:56,학력무관
사람인부산,(주)트리콜,(주)트리콜에서 여행 패키지 웹디자이너를 찾고 있어요,웹디자인,3 ~ 20년,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730339,saramin:54730339,2026-09-08 13:42:56,학력무관
사람인부산,더케이텍(주),[글로벌 특송기업] 부산 항공특송화물 업체 사무원 채용,사무직,경력무관,파견직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730297,saramin:54730297,2026-09-08 13:42:56,고졸↑
사람인부산,(주)일성엔지니어링,(주)일성엔지니어링 토목현장 소장을 모집합니다,"토목기술자, 현장관리자",경력무관,정규직,부산 북구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730125,saramin:54730125,2026-09-08 13:42:56,학력무관
사람인부산,주식회사대득전력,전기시공 경력 1년이상 - 한전 지중송전 유지보수 장기공사,"내선전공, 시공기사, 전기기사, 관급공사, 리모델링",경력 1년↑,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469774,saramin:54469774,2026-09-08 13:42:56,학력무관
사람인부산,,"라벨, 스티커 인쇄 디자인 편집 디자이너 모집","광고디자인, 그래픽디자인, 디지털디자인, 로고디자인, 배너디자인",신입 · 경력,정규직,부산 중구,,2026-09-20,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54529897,saramin:54529897,2026-09-08 13:42:56,고졸↑
사람인부산,로지에에스테틱,[로지에 에스테틱] 윤곽관리 경력 직원 모집해요.,"피부관리사, 체형관리사, 테라피스트, 에스테틱/스파",경력 2년↑,프리랜서,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729793,saramin:54729793,2026-09-08 13:42:56,학력무관
사람인부산,(주)우리아이티,(주)우리아이티 공공기관 상주 엔지니어 경력 채용 공고,"유지보수, 정보보안, SE(시스템엔지니어), 네트워크, 인프라",경력 3년↑,정규직,부산 영도구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729765,saramin:54729765,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,(주)코노텍,"생산직 (PCB 납땜, 제품조립, 출하검사)",PCB,경력무관,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729668,saramin:54729668,2026-09-08 13:42:56,학력무관
사람인부산,(주)삼원정밀,검사실 검사원 채용합니다,"외관검사원, 품질검사원",경력 1년↑,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729666,saramin:54729666,2026-09-08 13:42:56,학력무관
사람인부산,(주)대봉기연,[(주)대봉기연] 영업팀 팀원 (신입/경력) 모집,"영업관리, 영업지원, 해외영업, 수/발주, 국제물류",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729650,saramin:54729650,2026-09-08 13:42:56,"대학(2,3년)↑"
사람인부산,동연스틸(주),[생산관리] 인발공장 생산관리사원 채용,생산관리,신입 · 경력,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729647,saramin:54729647,2026-09-08 13:42:56,학력무관
사람인부산,텐바이크,[영남 전 지역] 출장 타이어 교체 기사 채용 (정규직·계약직),자동차정비,경력무관,정규직 외,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729642,saramin:54729642,2026-09-08 13:42:56,학력무관
사람인부산,(주)우성냉동,(주5일)업소용냉장고제조 단순생산직 사원모집(정규직 전환가능),"기계조작원, 단순생산직, 제조가공, 조립, 코팅",경력무관,계약직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729626,saramin:54729626,2026-09-08 13:42:56,학력무관
사람인부산,,"AI, 딥러닝, 머신러닝, 데이터분석, 분석방법론~학습로드맵 모집","데이터분석가, 데이터엔지니어, 딥러닝, 머신러닝, AI(인공지능)",경력 1년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729553,saramin:54729553,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,(주)남양테크,납품직 모집(경력자대환영/신입환영),"영업직, 유통관리, 거래처관리",경력무관,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729528,saramin:54729528,2026-09-08 13:42:57,고졸↑
사람인부산,(학)춘해학원,수술실 마취간호사 모집합니다 .,간호사,1 ~ 10년,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729460,saramin:54729460,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,화진기업(주),기술영업 및 관리직 신입사원 채용,"기술영업, 거래처관리, 고객관리, 무역거래",신입,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729415,saramin:54729415,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,(주)에스엔피머티리얼,해외영업 사원 모집 신입/경력 채용,"거래처관리, 거래처납품, 거래처영업, 고객관리, 매출관리",신입 · 경력,정규직,부산 강서구,,2026-10-11,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729362,saramin:54729362,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,독서로학습주례학원,"강사모집(신입환영, 경력우대, 정규직)","학원강사, 논술/글쓰기, 국어, 독서, 초중등",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729357,saramin:54729357,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,(주)산타,"[산타] AI 활용 백엔드 개발자 (부산, 시니어급)",백엔드/서버개발,경력 7년↑,정규직,부산 해운대구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54634668,saramin:54634668,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,남양모방(주),남양모방(주) 전산업무·사무보조 담당자 찾고 있어요,"사무직, 사무보조, 서류관리, 자료입력, 전산총무",경력무관,계약직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729251,saramin:54729251,2026-09-08 13:42:57,학력무관
사람인부산,"더,국어학원","2026 더, 국어 학원 [파트타임 국어 강사] 채용 공고",학원강사,경력무관,정규직 외,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54434718,saramin:54434718,2026-09-08 13:42:57,학력무관
사람인부산,"더,국어학원","2026 더, 국어 학원 [전임 국어] 강사님을 모십니다",학원강사,경력무관,정규직 외,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729216,saramin:54729216,2026-09-08 13:42:57,학력무관
사람인부산,으뜸어린이집,으뜸어린이집 영아반 담임교사 채용 공고,"보육교사, 교육운영",신입 · 경력,계약직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729157,saramin:54729157,2026-09-08 13:42:57,고졸↑
사람인부산,밴스의원부산,[밴스의원부산점] 영어/태국어 통역코디네이터 채용,"병원코디네이터, 관광통역안내사, 영어, 태국",경력무관,정규직 외,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729152,saramin:54729152,2026-09-08 13:42:57,학력무관
사람인부산,(주) 대덕FS 민락지점,광안리 바뮤호텔 객실팀 프론트 채용,"호텔리어, 고객안내, 호텔",경력무관,정규직,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729091,saramin:54729091,2026-09-08 13:42:57,학력무관
사람인부산,한영모터스(주),재규어랜드로버 공식딜러(한영모터스) 자동차정비 모집,"정비기사, A/S기사",경력 2년↑,정규직,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54729030,saramin:54729030,2026-09-08 13:42:57,학력무관
사람인부산,주식회사 클래스윔 동래점,수영장 안내데스크(오후리셉션) 채용,"안내데스크, 고객안내, 고객응대, 경영기획, 사업기획",경력무관,정규직,부산 동래구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728860,saramin:54728860,2026-09-08 13:42:57,고졸↑
사람인부산,새고려평생교육원,"AI인공지능,빅데이터,정보기술개발 훈련교사(강사) 모집",훈련교사,경력 1년↑,계약직 외,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728856,saramin:54728856,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,(주)영롱,(주)영롱 글로벌 이커머스 담당자 채용 (경력),"해외시장개척, 해외영업, 무역영어, 해외영업관리, 해외영업지원",경력 3년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728785,saramin:54728785,2026-09-08 13:42:57,학력무관
사람인부산,보원엔지니어링(주),전기 감리원 경력직 모집합니다.,"감리원, 내선전공, 전기설비",경력 10년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728746,saramin:54728746,2026-09-08 13:42:57,학력무관
사람인부산,(주)팬스타엔터프라이즈,(주)팬스타엔터프라이즈 조선해양사업부 전장설계팀 채용,"기술엔지니어, 설계엔지니어, 조선설계, 선박설계",경력무관,정규직,부산 중구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728719,saramin:54728719,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,(주)대성메탈,(주)대성메탈 수행기사 경력 채용 공고,수행기사,경력 1년↑,정규직,부산 강서구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728707,saramin:54728707,2026-09-08 13:42:57,학력무관
사람인부산,,"한의원 제반업무 및 탕제일 (운전까지 가능하신 분),조선족가능","한약사, 병원관리",경력무관,정규직,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728679,saramin:54728679,2026-09-08 13:42:57,학력무관
사람인부산,코메스(주),철강 유통 영업 및 영업관리 채용,"영업관리, 영업지원, 영업직, 해상무역, 해외영업",경력무관,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728571,saramin:54728571,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,(의)인당의료재단,[병동] 3교대  경력 간호사  채용,간호사,경력 1년↑,정규직,부산 북구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728536,saramin:54728536,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,(주)강남,"조선소설계부(구조설계, 기장설계팀)모집","구조해석/설계, 기계설계, 조선설계, 통신설계, 전기설계",경력무관,계약직,부산 사하구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728463,saramin:54728463,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,주식회사밝은미래생각,[부산진구] 중등 수학 파트 강사분 모십니다 (주5일),학원강사,경력무관,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728398,saramin:54728398,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,(주)강남,"조선소 생산부 기계반(범용선반,밀링 경력자 우대) 모집","기계조작원, 단순생산직, 배관용접, 범용밀링, 범용선반",경력 3년↑,계약직,부산 사하구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728361,saramin:54728361,2026-09-08 13:42:57,학력무관
사람인부산,생각하는황소소학학원,생각하는황소소학학원에서 초중수학 강사로 함께해요,"공부방교사, 과외, 교육운영, 수능강의, 학생지도",경력무관,정규직 외,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728355,saramin:54728355,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,(주)에타솔라,[부산 지사] 영업/영업 기획/영업 관리 채용,"기술영업, 영업관리, 영업지원, 건설영업, 영업전략",5 ~ 10년,정규직 외,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728313,saramin:54728313,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,미주치과병원,"[동래,미남역/] 미주치과병원 데스크 코디네이터",원무,경력무관,정규직 외,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54717652,saramin:54717652,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,사상구어르신주간보호센터,주간보호센터 운전원 구합니다,노인복지,경력무관,정규직,부산 사상구,,2026-10-11,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728251,saramin:54728251,2026-09-08 13:42:57,고졸↑
사람인부산,인제대학교 약물유전체연구센터,인제대학교 의과대학 조교 모집(실험실),"교육행정, 사무행정, 조교",경력무관,계약직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728247,saramin:54728247,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,지오스이엔지,(토목) 지반분야 설계업무 정규직원 채용공고,설계엔지니어,경력무관,정규직,부산 해운대구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728231,saramin:54728231,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,에트로코리아(유),[ETRO Korea] 신세계프리미엄아울렛 부산점 판매직 채용,"샵마스터, 영업관리, 영업직, 판매직, 의류판매",경력(년수무관),정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728145,saramin:54728145,2026-09-08 13:42:57,학력무관
사람인부산,(주)우명건축,[우명건축] 경리·일반사무 정규직 채용,"경리, 경리사무원",경력(년수무관),정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728142,saramin:54728142,2026-09-08 13:42:57,고졸↑
사람인부산,(주)현대아이티,[현대아이티] 부산센터 전자칠판 (렌탈·판매) 영업 매니저 채용,"기술영업, 영업직, 방문판매, B2B, B2C",신입 · 경력,정규직,부산 남구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54703831,saramin:54703831,2026-09-08 13:42:57,고졸↑
사람인부산,,병동 수간호사 구인,수간호사,경력 10년↑,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728041,saramin:54728041,2026-09-08 13:42:57,학력무관
사람인부산,작문영어학원,사직동 작문영어학원에서 함께하실 선생님 모십니다 :),학원강사,경력무관,정규직 외,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727892,saramin:54727892,2026-09-08 13:42:57,대학교(4년)↑
사람인부산,(주)이지네트웍스,"신발, 골프용품 입출고 및 창고 관리 직원 모집합니다.","물류관리, 자재관리, 재고관리, 창고관리, 유통관리",경력무관,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727787,saramin:54727787,2026-09-08 13:42:57,고졸↑
사람인부산,(주)래치원,제조업 단순 프레스공 모집(초보 가능),"프레스금형, 프레스",경력무관,정규직,부산 사하구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727755,saramin:54727755,2026-09-08 13:42:57,학력무관
사람인부산,(주)한국코스코,"(주)한국코스코 현장 직원 채용 공고 (정규직, 신입사원)","기계수리, 설비점검",경력무관,정규직,부산 영도구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727734,saramin:54727734,2026-09-08 13:42:57,고졸↑
사람인부산,정재영치과의원,"간호조무사, 데스크선생님 모십니다","약국전산원, 드레싱보조, 수술보조, 조제보조, 진료보조",경력 1년↑,정규직,부산 사하구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54710830,saramin:54710830,2026-09-08 13:42:57,학력무관
사람인부산,보원엔지니어링(주),전기·통신·소방(전기분야) 설계 신입 및 경력 모집합니다.,"내선전공, 소방/방재, 전기설비, 통신공사",경력무관,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727646,saramin:54727646,2026-09-08 13:42:57,학력무관
사람인부산,,HACCP관리&amp;실험  (구)선우어묵,Haccp,신입,정규직,부산 사하구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727594,saramin:54727594,2026-09-08 13:42:57,"대학(2,3년)↑"
사람인부산,디씨네트웍스,디씨네트웍스/휴대폰유통/사무업무/월 250+ / 주5일,거래처관리,경력무관,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727543,saramin:54727543,2026-09-08 13:42:57,학력무관
사람인부산,,자재 / 창고정리 사원 모집(단기 계약직),"전자제어, 자재관리, 재고관리, 창고관리",경력무관,계약직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727489,saramin:54727489,2026-09-08 13:42:57,학력무관
사람인부산,,[반려동물 매장 직원]초보가능/월300~600/도그마루,"수의테크니션, 동물병원, 샵마스터, 판매직, 매장매니저",경력무관,정규직 외,부산 북구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727403,saramin:54727403,2026-09-08 13:42:57,학력무관
사람인부산,에스케이해운(주),[SK해운] 가스선대 선박관리 담당 경력직 채용,"해상운송, 기계설계, 조선설계, 선박안전운항관리",경력 3년↑,정규직,부산 동구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54727340,saramin:54727340,2026-09-08 13:42:57,고졸↑
