회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,수집시각
대천광장,해수욕장 롯데리아에서 함께하실 분 구합니다(주말근무도 가능),"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 12,500원",충남 보령시 신흑동,,상시모집,https://www.albamon.com/jobs/detail/118863803,2026-09-07 15:31:48
현대해상화재보험㈜,단기교육 참여,"사무보조, 금융·보험영업",1주일~1개월,"주급 400,000원",경남 김해시,,상시모집,https://www.albamon.com/jobs/detail/118965446,2026-09-07 15:31:48
푸릇해 충무로,명동과일가게 푸릇해 충무로점 알바 및 직원 모집합니다,"매장관리·판매, 농수산·청과·축산",6개월~1년,"월급 2,700,000원",서울 중구,,2026-09-23,https://www.albamon.com/jobs/detail/118964569,2026-09-07 15:31:48
비래키키,비래키키 BIRAEKIKI 주방 정직원 모집,"주방장·조리사, 주방보조·설거지, 일반음식점",6개월~1년,"월급 2,500,000원",대전 전체,,상시모집,https://www.albamon.com/jobs/detail/118964485,2026-09-07 15:31:48
주식회사 온닫이,[영북면/재택] 온닫이 주민소식 작성자 모집,"문서작성·자료조사, 마케팅·광고·홍보",1개월~3개월,"건별 10,000원",재택근무,,상시모집,https://www.albamon.com/jobs/detail/118964279,2026-09-07 15:31:48
주식회사 온닫이,[동두천/재택] 온닫이 주민소식 작성자 모집,"문서작성·자료조사, 마케팅·광고·홍보",1개월~3개월,"건별 10,000원",재택근무,,상시모집,https://www.albamon.com/jobs/detail/118964083,2026-09-07 15:31:48
주식회사 스트레스솔루션,[비래키키] 바리스타 및 홀서빙 파트타이머 모집,"서빙, 바리스타, 일반음식점",6개월~1년,"월급 2,300,000원",대전 전체,,상시모집,https://www.albamon.com/jobs/detail/118964012,2026-09-07 15:31:48
부산거제,롯데리아 부산 거제점 아르바이트모집,"주방보조·설거지, 패스트푸드점, 매장관리·판매",1년이상,"시급 10,320원",부산 연제구,,상시모집,https://www.albamon.com/jobs/detail/118870097,2026-09-07 15:31:48
㈜당근마케팅,10시출근 AI 디자인 직원 채용합니다,"동영상촬영·편집, 사진촬영·편집",1년이상,"연봉 25,882,560원",서울 금천구 가산동,,상시모집,https://www.albamon.com/jobs/detail/118962959,2026-09-07 15:31:48
봄의정원 가로수길점,[주5일/주45시간] 봄의정원 신사점에서 주방 경력직 직원 구인합니다.,"주방장·조리사, 일반음식점, 레스토랑",1년이상,"월급 3,200,000원",서울 강남구 신사동,,상시모집,https://www.albamon.com/jobs/detail/119036234,2026-09-07 15:31:48
주식회사웨스컴퍼니 / 분양상담사 / 분양 / 부동산 /,신입 환영!!기본급 지원받으며 시작하세요! 분양상담사 채용,"공인중개, 사무보조, 텔레마케팅·아웃바운드",1년이상,"월급 5,000,000원",서울 강남구 삼성동,,상시모집,https://www.albamon.com/jobs/detail/118961890,2026-09-07 15:31:48
"반도체제조회사 / 신축공장 / 시급 11,400원",반도체웨이퍼OP및검사/3조2교대/주4일근무2일휴무/정규직채용/자차출퇴근,"제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",1년이상,"월급 3,500,000원",경기 평택시 안중읍,,상시모집,https://www.albamon.com/jobs/detail/118961852,2026-09-07 15:31:48
아웃백스테이크하우스 왕십리역사점,아웃백스테이크하우스 왕십리역사점 풀타임/파트타임(주방)  모집합니다.,주방장·조리사,1년이상,"시급 12,400원",서울 성동구 행당동,,상시모집,https://www.albamon.com/jobs/detail/118961735,2026-09-07 15:31:48
디너의여왕 일산지사,3시(조기퇴근)~5시 퇴근하면서 기본급210+a/월390가능?!주5일근무,"사무보조, 마케팅·광고·홍보, 바이럴·SNS마케팅",1년이상,"월급 5,000,000원",경기 고양시 일산동구,,상시모집,https://www.albamon.com/jobs/detail/118961375,2026-09-07 15:31:48
디너의여왕 파주지사,3시(조기퇴근)~5시 퇴근하면서 기본급210+a/월390가능?!주5일근무,"사무보조, 마케팅·광고·홍보, 텔레마케팅·아웃바운드",1년이상,"월급 5,000,000원",경기 파주시 야당동,,상시모집,https://www.albamon.com/jobs/detail/118961374,2026-09-07 15:31:48
투썸플레이스 논현역사거리점,[직영점] 투썸플레이스 논현역사거리점 마감 STAFF 채용,"바리스타, 커피전문점, 아이스크림·디저트",3개월~6개월,"시급 10,400원",서울 강남구 대치동,,상시모집,https://www.albamon.com/jobs/detail/119008261,2026-09-07 15:31:48
백억커피 수지구청점,"백억커피수지구청점 토,일 아르바이트 모집합니다","바리스타, 커피전문점, 베이커리·도넛·떡",6개월~1년,"시급 11,000원",경기 용인시 수지구 풍덕천동,,상시모집,https://www.albamon.com/jobs/detail/118866231,2026-09-07 15:31:48
안산한양대,롯데리아 안산한양대점 아르바이트 모집,"주방보조·설거지, 패스트푸드점, 매장관리·판매",1년이상,"시급 10,320원",경기 안산시 상록구 이동,,상시모집,https://www.albamon.com/jobs/detail/118999156,2026-09-07 15:31:49
해도락,[판교 해도락] 주방/홀서빙 알바 모집합니다.,"서빙, 주방장·조리사, 일반음식점",6개월~1년,"월급 3,100,000원",경기 성남시 수정구 태평동,,상시모집,https://www.albamon.com/jobs/detail/118958400,2026-09-07 15:31:49
부엌간 차이니즈 안양점,[동편마을] 부엌간에서 평일 홀서빙 모십니다 !!,"서빙, 주방장·조리사, 주방보조·설거지",6개월~1년,"시급 12,000원",경기 안양시 동안구 관양동,,상시모집,https://www.albamon.com/jobs/detail/118957302,2026-09-07 15:31:49
주식회사 정앤잡,부천테크노파크 2단지 전자회사 빠른정직원 / 쌍용3차 식품회사 짧은근무,"제조·가공·조립, 포장·품질검사, 반도체·전자부품생산",6개월~1년,"시급 10,320원",경기 부천시 상2동,,상시모집,https://www.albamon.com/jobs/detail/119033685,2026-09-07 15:31:49
치킨파머스 용인죽전점,"[연봉 4,700] 치킨파머스 경력 관리자 공개 채용 [점장 / 직원]","주방장·조리사, 일반음식점, 치킨·피자전문점",1년이상,"연봉 47,000,000원",경기 용인시 수지구 죽전동,,상시모집,https://www.albamon.com/jobs/detail/118956400,2026-09-07 15:31:49
순천시대골드점,Nc백화점근처 이마트24  토11시~17시 일09~17시 근면성실친절,"매장관리·판매, 캐셔·카운터, 편의점",6개월~1년,"시급 10,320원",전남광주 순천시 조례동,,2026-09-18,https://www.albamon.com/jobs/detail/118847629,2026-09-07 15:31:49
아이엔씨,자동차용 PAD 생산 공장에서 함께 일할 분 채용합니다.,제조·가공·조립,1년이상,"시급 10,320원",충남 아산시 영인면,,2026-09-18,https://www.albamon.com/jobs/detail/118883066,2026-09-07 15:31:49
모모스테이션,"종각역/주말(토일 오후6~12시)/인형뽑기매장관리/시급13,000",오락실·게임장,1년이상,"시급 13,000원",서울 종로구,,상시모집,https://www.albamon.com/jobs/detail/119027358,2026-09-07 15:31:49
레드바bar +시급13+점프환영+당일지급+숙소지원+,제ㅔㅔ발 하루만 해보고 결정하세요ㅜㅜ전지역 차량지원 레드바 bar,바(bar),하루(1일),"시급 100,000원",전남광주 북구 용봉동,,상시모집,https://www.albamon.com/jobs/detail/118955125,2026-09-07 15:31:49
상주청리점,이마트24 상주청리점 주말 알바 구합니다~,"매장관리·판매, 캐셔·카운터, 편의점",6개월~1년,"시급 10,320원",경북 상주시,,2026-09-18,https://www.albamon.com/jobs/detail/118844639,2026-09-07 15:31:49
성남시/광주시/용인시 택시기사모집[자격증없어도OK],★성남택시(주)★카카오T블루 택시기사님 모집/자격증미소지자 지원가능,"서비스 기타, 택시·대리·수행기사, 버스·셔틀운전",1년이상,"월급 2,160,000원",경기 용인시 수지구 상현동,,상시모집,https://www.albamon.com/jobs/detail/118953567,2026-09-07 15:31:49
맛있는 찬,[맛있는 찬] 롯데백화점 노원 판매 직원 구함(주5일. 260만원),"도시락·반찬, 매장관리·판매, 백화점·쇼핑몰",1년이상,"월급 2,600,000원",서울 성북구 돈암동,,2026-09-22,https://www.albamon.com/jobs/detail/118946547,2026-09-07 15:31:49
아리계곡 강남본점,[강남역 한식주점] 홀직원(주5일) 및 홀알바 모집 #초보가능 #요일협의,"서빙, 주방보조·설거지, 호프·일반주점",6개월~1년,"시급 13,000원",서울 강남구 역삼동,,상시모집,https://www.albamon.com/jobs/detail/118945154,2026-09-07 15:31:49
우가청담,"신사동 한우 그릴링로스터,정육 모집 [주5일][310만+](동반입사ok)","서빙, 일반음식점, 레스토랑",1년이상,"월급 3,100,000원",서울 강남구 신사동,,상시모집,https://www.albamon.com/jobs/detail/118875645,2026-09-07 15:31:49
컴포즈커피 서울대신양학술정보관3점,컴포즈커피서울대 월 수오픈,"바리스타, 커피전문점, 캐셔·카운터",3개월~6개월,"시급 10,500원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118990703,2026-09-07 15:31:49
VIPS 제일제당센터점,[VIPS제일제당센터점]★주방 파트타임사원大모집★친구끼리지원가능,"서빙, 주방장·조리사, 패밀리레스토랑",3개월~6개월,"시급 12,384원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118866228,2026-09-07 15:31:49
베스트,[당일가능] 25만 당일지급 야간택배 상하차 분류스캔 수수료X 단기 장기,"입출고·창고관리, 상하차·소화물 분류, 생산·건설·노무 기타",1주일~1개월,"일급 258,000원",경기 의정부시 호원동,,상시모집,https://www.albamon.com/jobs/detail/119014425,2026-09-07 15:31:49
TRADERS동탄점,[SSG.COM T동탄점]상품 피킹/패킹업무 스태프 주5일 모집,"유통점·마트, 포장·품질검사, 물류피킹·포장·전산",3개월~6개월,"시급 11,500원",경기 화성시 동탄구,,상시모집,https://www.albamon.com/jobs/detail/118831888,2026-09-07 15:31:49
컴포즈커피 광주일곡점,"목,금 미들 공고",커피전문점,6개월~1년,"시급 10,320원",전남광주 북구 일곡동,,상시모집,https://www.albamon.com/jobs/detail/118960153,2026-09-07 15:31:49
㈜유니에스,[7~12일/단기/6일] 서울부민병원 발렛 아르바이트 모집,발렛파킹,1주일이하,"일급 105,000원",서울 강서구 등촌동,,2026-09-07,https://www.albamon.com/jobs/detail/119019003,2026-09-07 15:31:49
투썸 2.0 강남,[직영점]  투썸 2.0 강남 목금토일 마감 Staff 채용,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 관악구,,상시모집,https://www.albamon.com/jobs/detail/119002938,2026-09-07 15:31:49
체인점/축산직매장판매사원/발골아님/초보가능/경력우대,체인 축산물 직매장 정육판매 사원 모집,"유통점·마트, 농수산·청과·축산, 매장관리·판매 기타",1년이상,"월급 3,200,000원",충남 천안시 서북구 쌍용동,,상시모집,https://www.albamon.com/jobs/detail/119040557,2026-09-07 15:31:49
R금호파크힐스점,월화또는월화수/오후7시-오전1시/편의점근무경력자/신금호역7분,편의점,3개월~6개월,"시급 10,320원",서울 성동구 금호동1가,,2026-09-25,https://www.albamon.com/jobs/detail/119000456,2026-09-07 15:31:49
투썸플레이스 논현역사거리점,[직영점] 투썸플레이스 논현역사거리점 마감 STAFF 채용,"바리스타, 커피전문점, 아이스크림·디저트",3개월~6개월,"시급 10,400원",서울 강남구 개포동,,상시모집,https://www.albamon.com/jobs/detail/119008254,2026-09-07 15:31:49
지미존스 광화문점,[지미존스 광화문점] 함께 근무하실 파트타이머 모집합니다 (전시간대),"일반음식점, 패스트푸드점",3개월~6개월,"시급 10,320원",서울 중구,,상시모집,https://www.albamon.com/jobs/detail/118990699,2026-09-07 15:31:49
더 케이텍,[김포공항/신라면세점] 김포공항 국제선 신라면세점 인도장 인도직원 모집,"백화점·쇼핑몰, 서비스 기타",1년이상,"월급 2,430,000원",서울 강서구 방화동,,2026-09-09,https://www.albamon.com/jobs/detail/119033654,2026-09-07 15:31:49
동원홈푸드㈜-국립암센터 환자식당,[정발산역/주5일] 국립암센터 환자식당 주방보조/배선직 모집/정착지원금,"주방보조·설거지, 일반음식점, 급식·푸드시스템",6개월~1년,"시급 10,320원",경기 고양시 일산동구 마두동,,2026-09-09,https://www.albamon.com/jobs/detail/119033652,2026-09-07 15:31:49
동원홈푸드㈜-국립암센터 직원식당,[정발산역/주5일] 국립암센터 직원식당 주방/세척 모집(정착지원금 지원),"주방보조·설거지, 일반음식점, 급식·푸드시스템",6개월~1년,"시급 10,320원",경기 고양시 일산동구 마두동,,2026-09-09,https://www.albamon.com/jobs/detail/119033651,2026-09-07 15:31:49
베스트,[당일가능] 25만 당일지급 야간택배 상하차 분류스캔 수수료X 단기 장기,"입출고·창고관리, 상하차·소화물 분류, 생산·건설·노무 기타",1주일~1개월,"일급 258,000원",서울 노원구 상계동,,상시모집,https://www.albamon.com/jobs/detail/119014423,2026-09-07 15:31:49
등촌역,"롯데리아 등촌역점 청소 주부사원(시간당15,000원) 모집","주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 15,000원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118850244,2026-09-07 15:31:49
투썸플레이스 분당오리역점,투썸플레이스 직영점 [분당오리역점] 캡틴(월급제직원) 모집,"바리스타, 커피전문점, 아이스크림·디저트",1년이상,"월급 2,500,000원",경기 광주시,,상시모집,https://www.albamon.com/jobs/detail/118951199,2026-09-07 15:31:49
컴포즈커피 광주주월호반점,주말 마감 모집,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,500원",전남광주 남구 주월동,,상시모집,https://www.albamon.com/jobs/detail/119014424,2026-09-07 15:31:49
KKD 부천커미서리,크리스피크림도넛 부천커미서리 야간 PT 모집합니다,베이커리·도넛·떡,6개월~1년,"시급 10,320원",경기 부천시,,상시모집,https://www.albamon.com/jobs/detail/119024249,2026-09-07 15:31:49
치폴레,치폴레 한국 1호점 강남점 Grand open 크루멤버를 모집합니다.,"일반음식점, 패밀리레스토랑, 패스트푸드점",3개월~6개월,"시급 10,400원",서울 강남구 역삼동,,상시모집,https://www.albamon.com/jobs/detail/118831879,2026-09-07 15:31:49
㈜신세계엘앤비,"(9월단기)이마트 보라점 명절 와인선물세트 판촉,진열,포장 스탭 모집","매장관리·판매, 판촉도우미, 유통점·마트",1주일이하,"시급 13,130원",경기 용인시 기흥구 상갈동,,2026-09-13,https://www.albamon.com/jobs/detail/118883086,2026-09-07 15:31:49
안양범계점,롯데리아 안양범계점에서 재밌게 일 할 사람 ~~,"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"월급 1,500,000원",경기 안양시 동안구 비산동,,상시모집,https://www.albamon.com/jobs/detail/119024248,2026-09-07 15:31:49
VIPS 제일제당센터점,[VIPS제일제당센터점]★주방 파트타임사원大모집★친구끼리지원가능,"서빙, 주방장·조리사, 패밀리레스토랑",3개월~6개월,"시급 12,384원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118866223,2026-09-07 15:31:49
메리어트점,[식대/연차 제공] 직영 이마트24 메리어트점 평일야간PT 구인,"매장관리·판매, 캐셔·카운터, 편의점",3개월~6개월,"시급 10,550원",서울 서초구 반포동,,상시모집,https://www.albamon.com/jobs/detail/118999151,2026-09-07 15:31:49
조선IS 충청지사,[용전동/1일3시간/11개월] 조선IS 충청지사 사무보조 알바 채용,"사무보조, 문서작성·자료조사, 경리·회계보조",6개월~1년,"월급 815,280원",대전 동구 용전동,,상시모집,https://www.albamon.com/jobs/detail/119033643,2026-09-07 15:31:49
㈜올다 네트웍스,"주 5일,중식제공/ 올다와 함께 할 상담매니저(사무직) 모집합니다.","고객상담·인바운드, 쇼핑몰인바운드, 영업관리·지원",1년이상,"월급 3,500,000원",경기 의정부시 의정부동,,상시모집,https://www.albamon.com/jobs/detail/118942631,2026-09-07 15:31:49
부대찌개대사관 마곡직영점,"[마곡역] 평일, 주말 / 상세 모집내용 확인 필수 !","서빙, 주방장·조리사, 일반음식점",6개월~1년,"시급 12,500원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118941039,2026-09-07 15:31:49
R석적캐슬,이마트24 석적캐슬점 함께일할 스탭구합니다,"매장관리·판매, 캐셔·카운터, 편의점",1년이상,"시급 10,320원",경북 칠곡군 석적읍,,상시모집,https://www.albamon.com/jobs/detail/119024245,2026-09-07 15:31:49
노쇼안하는분은 무조건 출근입니다/통근/당일지급/타인계좌,★노쇼만 안하시면 무조건 출근시켜드립니다★당일지급★통근운행★타인계좌★,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",6개월~1년,"일급 140,000원",경기 오산시 원동,,상시모집,https://www.albamon.com/jobs/detail/119019000,2026-09-07 15:31:49
한화손해보험 ㈜,"[단순고객관리팀] 정보 변경, 단순 청구 업무 ★교육비O★ 3시퇴근","사무보조, 고객상담·인바운드, 금융·보험영업",1년이상,"월급 3,000,000원",경기 광주시 경안동,,상시모집,https://www.albamon.com/jobs/detail/118938137,2026-09-07 15:31:49
주식회사 정앤잡,호구포역 현미경검사 / 신연수역 PCB회사 / 호구포역 2교대사출회사,"제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",6개월~1년,"시급 10,320원",인천 남동구 논현동,,상시모집,https://www.albamon.com/jobs/detail/119033642,2026-09-07 15:31:49
솔솥시청역점,"솔솥시청역점 서빙 평일(파트) / 워셔(설거지) /주말서빙(파트,풀타임","서빙, 주방보조·설거지, 매장관리·판매",6개월~1년,"시급 13,000원",서울 종로구,,상시모집,https://www.albamon.com/jobs/detail/118937076,2026-09-07 15:31:49
할맥 울산신정점,역전할머니맥주(신정점) 직원 및 알바 신규 모집합니다~!,"서빙, 일반음식점, 호프·일반주점",6개월~1년,"시급 10,500원",울산 남구 신정동,,2026-09-26,https://www.albamon.com/jobs/detail/119021720,2026-09-07 15:31:49
대천광장,해수욕장 롯데리아에서 함께하실 분 구합니다(주말근무도 가능),"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 12,500원",충남 보령시 신흑동,,상시모집,https://www.albamon.com/jobs/detail/118863790,2026-09-07 15:31:49
수학학원,초중등 수학 담임 교사 채용(초보가능),"입시·보습학원, 보조교사, 교육·강사 기타",6개월~1년,"시급 15,000원",경기 고양시 일산동구 식사동,,상시모집,https://www.albamon.com/jobs/detail/118934285,2026-09-07 15:31:49
투썸플레이스 논현역사거리점,[직영점] 투썸플레이스 논현역사거리점 마감 STAFF 채용,"바리스타, 커피전문점, 아이스크림·디저트",3개월~6개월,"시급 10,400원",서울 강남구 논현동,,상시모집,https://www.albamon.com/jobs/detail/119008250,2026-09-07 15:31:49
주식회사케이비손해보험,[KB손해보험 에이스TC지점] 고객관리 상담직 모집,"고객상담·인바운드, 텔레마케팅·아웃바운드, 콜센터관리·모니터링",1년이상,"월급 2,300,000원",경기 안산시 단원구 중앙동,,상시모집,https://www.albamon.com/jobs/detail/118931268,2026-09-07 15:31:49
컴포즈커피 압구정스마일점,카페!! 컴포즈커피 압구정스마일점 매니저 구합니다!!!,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"월급 2,300,000원",서울 강남구 신사동,,상시모집,https://www.albamon.com/jobs/detail/118811843,2026-09-07 15:31:49
컴포즈커피 서울대신양학술정보관3점,컴포즈 서울대 오픈 미들파트 모집,"바리스타, 커피전문점, 캐셔·카운터",3개월~6개월,"시급 12,500원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118889812,2026-09-07 15:31:49
매머드 익스프레스 상동세이브존점,부천 세이브존점 평일 월-목 마감 구합니다.,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 11,000원",서울 전체,,2026-09-22,https://www.albamon.com/jobs/detail/118941822,2026-09-07 15:31:49
투썸 2.0 강남,[직영점]  투썸 2.0 강남 목금토일 마감 Staff 채용,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 강북구,,상시모집,https://www.albamon.com/jobs/detail/119002931,2026-09-07 15:31:49
미금역점,우지커피 미금역점 주말 마감 알바 모집,"바리스타, 커피전문점, 매장관리·판매 기타",1년이상,"시급 10,320원",경기 성남시 분당구 금곡동,,상시모집,https://www.albamon.com/jobs/detail/118856622,2026-09-07 15:31:49
안다르 고객센터,교육2일-[난이도하] 안다르  주문/배송 단순응대 -초보가능,"고객상담·인바운드, 텔레마케팅·아웃바운드, 쇼핑몰인바운드",1년이상,"월급 2,300,000원",서울 마포구 대흥동,,2026-09-09,https://www.albamon.com/jobs/detail/119027988,2026-09-07 15:31:49
"장기가능&당일지급&주차가능&연장,심야수당&식대지급","[9월8일부터/151,200원/당일지급]청바지물류센터 장/단기알바모집","포장·품질검사, 입출고·창고관리, 상하차·소화물 분류",1개월~3개월,"일급 151,200원",경기 수원시 영통구 영통동,,상시모집,https://www.albamon.com/jobs/detail/119018997,2026-09-07 15:31:49
매머드 익스프레스 동작행정타운점,매머드익스프레스커피알바모집,"커피전문점, 매장관리·판매",6개월~1년,"시급 11,000원",서울 동작구 상도2동,,상시모집,https://www.albamon.com/jobs/detail/118847621,2026-09-07 15:31:49
㈜에스에이치그룹(ECI),★월300~400만★초보가능★자동차부품 정규직★통근버스★,"포장·품질검사, 기계조작·오퍼레이터",1년이상,"월급 4,000,000원",충남 천안시 서북구 쌍용동,,2026-09-27,https://www.albamon.com/jobs/detail/119027987,2026-09-07 15:31:49
고메램 강남점,[고메램]강남점 직원/아르바이트 구인,"서빙, 레스토랑",1개월~3개월,"월급 3,200,000원",서울 서초구,,상시모집,https://www.albamon.com/jobs/detail/118916812,2026-09-07 15:31:49
R송파위례힐스테이트점,"이마트24 송파위례힐스테이트점 금,토요일 오픈 7:30-12:30","매장관리·판매, 캐셔·카운터, 편의점",1년이상,"시급 10,320원",서울 송파구 장지동,,2026-09-13,https://www.albamon.com/jobs/detail/118970547,2026-09-07 15:31:49
중동인성,롯데리아 중동인성점 아르바이트생 모집,"주방보조·설거지, 패스트푸드점, 매장관리·판매",1년이상,"시급 10,320원",경기 부천시 중동,,상시모집,https://www.albamon.com/jobs/detail/118954971,2026-09-07 15:31:49
치폴레,치폴레 한국 1호점 강남점 Grand open 크루멤버를 모집합니다.,"일반음식점, 패밀리레스토랑, 패스트푸드점",3개월~6개월,"시급 10,400원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118831860,2026-09-07 15:31:49
화양가중점,이마트24화양가중점 에서 금요일 야간pt 구합니다,"매장관리·판매, 캐셔·카운터, 편의점",6개월~1년,"시급 10,320원",서울 광진구 화양동,,2026-09-25,https://www.albamon.com/jobs/detail/119010432,2026-09-07 15:31:49
초보환영-당일지급-퇴근지원-블랙관리,[STAY BAR]홍대BAR#당일지급#편안한분위기#모던BAR,바(bar),1개월~3개월,"시급 100,000원",서울 영등포구 대림동,,상시모집,https://www.albamon.com/jobs/detail/119027354,2026-09-07 15:31:49
등촌역,"롯데리아 등촌역점 주부,아르바이트,경력직(리더,바이스)","패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118850241,2026-09-07 15:31:49
컴포즈커피 태안터미널점,컴포즈커피 태안터미널점 주말 마감 알바모집합니다,"바리스타, 커피전문점, 캐셔·카운터",3개월~6개월,"시급 10,320원",충남 태안군 태안읍,,상시모집,https://www.albamon.com/jobs/detail/118875639,2026-09-07 15:31:49
투썸플레이스 영등포역점,[직영점] 투썸플레이스 월급제 사원 CAPTAIN 모집,"바리스타, 커피전문점, 아이스크림·디저트",1년이상,"월급 2,500,000원",서울 영등포구 영등포동3가,,상시모집,https://www.albamon.com/jobs/detail/119016104,2026-09-07 15:31:49
㈜신세계엘앤비,"(9월단기)이마트 보라점 명절 와인선물세트 판촉,진열,포장 스탭 모집","매장관리·판매, 판촉도우미, 유통점·마트",1주일이하,"시급 13,130원",경기 용인시 기흥구 기흥동,,2026-09-13,https://www.albamon.com/jobs/detail/118883064,2026-09-07 15:31:49
맥도날드 평촌호계점,[전시간대/빠른 면접] 평촌호계점 맥도날드 전시간대 아르바이트 모집합니다,"패스트푸드점, 매장관리·판매, 캐셔·카운터",6개월~1년,"시급 10,320원",경기 안양시 동안구 호계동,,상시모집,https://www.albamon.com/jobs/detail/118911032,2026-09-07 15:31:49
"쿠팡CFS / 안산2,3센터","★월최대330만원★F4/F5 비자,재외동포,영주권 환영★무료식사+셔틀운행","입출고·창고관리, 상하차·소화물 분류, 물류피킹·포장·전산",6개월~1년,"월급 3,306,672원",경기 안산시 단원구 선부동,,상시모집,https://www.albamon.com/jobs/detail/118908457,2026-09-07 15:31:49
고기명작 봉명점,고기명작 봉명점(직영점)  / 홀서빙 알바 모집,"서빙, 일반음식점, 캐셔·카운터",3개월~6개월,"시급 13,000원",대전 유성구 봉명동,,상시모집,https://www.albamon.com/jobs/detail/118908206,2026-09-07 15:31:49
마포역점,롯데리아 마포역점에서 함께할 MATE 모집합니다.,"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,400원",서울 마포구 도화동,,상시모집,https://www.albamon.com/jobs/detail/118806357,2026-09-07 15:31:49
그랜드캐디아카데미,1인기숙사 및 식사제공/ 실습수당 450만원이상/ 월480만원이상,"피트니스·스포츠, 골프캐디, 서비스 기타",1년이상,"월급 5,000,000원",충북 청주시 청원구 율량동,,상시모집,https://www.albamon.com/jobs/detail/118905474,2026-09-07 15:31:49
대전도마포레나점,ㅇㅑ간 알바분 구해요,"매장관리·판매, 캐셔·카운터, 편의점",1년이상,"시급 10,320원",대전 서구 도마동,,상시모집,https://www.albamon.com/jobs/detail/118780908,2026-09-07 15:31:49
용산역사,★★ 롯데리아 용산역사점 알바 구함 ★★,"주방보조·설거지, 패스트푸드점",6개월~1년,"시급 10,320원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118965504,2026-09-07 15:31:49
서초정,서초정에서 주방 직원 구합니다. (월~금)공휴일휴무,주방장·조리사,6개월~1년,"월급 3,300,000원",서울 서초구,,상시모집,https://www.albamon.com/jobs/detail/118710783,2026-09-07 15:31:49
㈜지에스지엠.물류,[3개월이상~ 남/여] 유명 의류 선별.포장  사원모집,"포장·품질검사, 물류피킹·포장·전산",3개월~6개월,"월급 2,480,000원",경기 화성시 만세구 향남읍,,상시모집,https://www.albamon.com/jobs/detail/119029061,2026-09-07 15:31:49
검단우미린점,우지커피 검단우미린점 [주말 마감] 알바 모집,"바리스타, 커피전문점, 매장관리·판매 기타",3개월~6개월,"시급 10,320원",인천 검단구 원당동,,2026-09-13,https://www.albamon.com/jobs/detail/118965503,2026-09-07 15:31:49
㈜케이티아이에스 / KTOA / 정착수당 / 신입가능,[정착금/선정릉] KTOA 인바운드 단순 상담,"문서작성·자료조사, 고객상담·인바운드, 콜센터관리·모니터링",1년이상,"월급 2,350,000원",서울 전체,,2026-09-14,https://www.albamon.com/jobs/detail/118727374,2026-09-07 15:31:49
육회바른연어 금오점,육회바른연어 주1일 알바 구해요,"주방보조·설거지, 일반음식점, 매장관리·판매",1년이상,"시급 10,320원",경기 의정부시 금오동,,상시모집,https://www.albamon.com/jobs/detail/118960137,2026-09-07 15:31:49
아산용화,롯데리아 아산용화점 오전 아르바이트생 모집,"주방보조·설거지, 패스트푸드점",6개월~1년,"시급 10,320원",충남 아산시 용화동,,2026-09-25,https://www.albamon.com/jobs/detail/119002926,2026-09-07 15:31:49
컴포즈커피 별내카페거리점,"컴포즈커피 별내카페거리점  - 주말오전,오후 카페및 컴포즈경력자구함","바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",경기 남양주시 별내동,,상시모집,https://www.albamon.com/jobs/detail/119033612,2026-09-07 15:31:49
컴포즈커피 동작도서관점,컴포즈커피(동작도서관점) 월수금(마감)경력자구인,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",서울 동작구,,상시모집,https://www.albamon.com/jobs/detail/118935864,2026-09-07 15:31:49
