공고URL,직종코드,담당업무,직종,직무키워드,학력,경력,급여,근무형태,상세주소,모집인원,수집시각
https://www.jobkorea.co.kr/Recruit/GI_Read/5611715/Ext?siteCode=WN&sc=,232903,"* 대상자 : 50대 지체장애 남성 * 근무지 : 부산진구 범천동 * 근무시간 : 주 6일(월~토) - 1일 7.5시간 근무 - 석션 가능한분 * 사회활동서비스(외출,병원 동행 등), 신체활동서비스(석션, 기저귀 교체 등) * 현장실습 포함 장애인활동지원사 교육이수자 *시급 13,500원(주휴수당, 연장근로수당, 연차수당 포함) * 문의: 051-914-1551",장애인 생활지도원(장애인활동보조원 포함),장애인생활지도원,학력무관,경력,"시급 10,320원 이상",고용형태,"부산광역시 부산진구 신암로 72, 1동 (범천동, 서면항도타워맨션)",1명,2026-09-08 20:58:49
https://www.jobkorea.co.kr/Recruit/GI_Read/5611727/Ext?siteCode=WN&sc=,813202,- 범용 선반 조작원 - 선반가공에 대한 모든업무,범용 선반 조작원,범용선반기능원,학력무관,경력,"시급 14,000원 이상",고용형태,"부산광역시 사상구 낙동대로1002번길 40, (주)혜광정밀",1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5611713/Ext?siteCode=WN&sc=,550102,"*월,수,금요일 -초량초등학교 앞, 80대 여자 어르신, 독거 -주 3회, 09:00~12:00 (3시간), -식사준비 및 가사, 일상생활 지원. 거동불편으로 이동보조기 및 지팡이 이용 -시급 및 제수당 13,100원 ** 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 **",재가 요양보호사,재가노인요양사,학력무관,관계없음,"시급 13,100원 ~ 13,100원",고용형태,"부산광역시 동구 초량상로 38, 8층 (초량동, 한울시너스아파트)",1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5611714/Ext?siteCode=WN&sc=,550102,"5등급 60대 후반 여자어르신(독거) 신체, 정서, 가사지원서비스 서비스 제공시간 : 09:00~12:00 (주 5일, 월 20회) 2025년, 2026년 건강검진 완료자 시급: 13,000원(기본급+주휴수당+연차수당+기타수당 포함)",재가 요양보호사,재가노인요양사,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 동구 수성로19번길 1 (수정동),1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5611718/Ext?siteCode=WN&sc=,550102,"4등급, 97세, 할머니 - 가사생활지원,신체활동지원등 - 포괄시급 : 13000원(기타제수당포함)",재가 요양보호사,-,학력무관,신입,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 남구 동항로 3 (우암동),1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5612518/Ext?siteCode=WN&sc=,231100,"[사회복지법인청목원] 장애인활동지원사업 전담인력(사회복지사) 채용 공고 장애인활동지원사업의 원활한 운영과 이용자 및 제공인력에 대한 체계적인 관리를 위하여 아래와 같이 전담인력을 채용하고자 하오니 많은 관심과 지원 바랍니다. 1. 채용분야 및 인원 채용분야: 장애인활동지원사업 전담인력(사회복지사) 채용인원: 1명 고용형태: 계약직(3개월) 후 상용직 전환 검토 근무기관: 장애인활동지원사업 수행기관 2. 주요 업무 장애인활동지원사업 전반의 운영 및 이용자·제공인력 관리 업무를 담당합니다. 장애인활동지원서비스 이용자 관리 활동지원 제공인력 관리 및 상담 이용자와 제공인력 간 서비스 매칭 서비스 제공 및 이용 관련 모니터링 이용자 상담 및 사례관리 장애인활동지원사업 관련 행정업무 기타 사업 운영에 필요한 제반 업무 3. 근무조건 근무일: 주 5일(월~금) 근무시간: 09:00~18:00(주 40시간) 급여: 보건복지부 사회복지시설 종사자 인건비 가이드라인에 준함 상여금: 연 120% 기타수당 및 복리후생 업무 특별수당 지급 식대 지원 생일 및 명절 상품권 지급 기관 평가 및 사업 실적 향상 등에 따른 인센티브 지급 ※ 급여 및 수당 등 세부사항은 기관 내부 기준에 따라 적용됩니다. 4. 응시자격 필수자격: 사회복지사 2급 이상 자격증 소지자 사회복지사업법 등 관련 법령에 따른 결격사유가 없는 자 성별 및 연령 제한 없음 5. 우대사항 장애인활동지원사업 관련 업무 경력자 방문요양 등 사회복지 관련 유사업무 경력자 장애인복지 분야 경력자 장애인활동지원기관 및 동종업계 경력자 장애인 지원자 우대 6. 채용방법 및 일정 채용방법: 서류전형 및 면접전형 면접: 수시 면접 진행 채용: 면접 후 적격자에 한하여 개별 통보 ※ 본 채용은 센터의 안정적인 사업 운영 및 업무 효율성 제고를 위한 추가 인력 채용으로, 적격자 채용 시 공고가 조기 마감될 수 있습니다. 7. 제출서류 및 접수방법 제출서류: 기관 지정 양식(자사양식) 사용 - 채용담당자: 051-558-1300 - 이메일 cm5581300@naver.com ※ 이력서 및 자기소개서는 반드시 **자사양식(첨부파일)**으로 작성하여 제출해 주시기 바랍니다. 8. 기타사항 최초 근로계약은 3개월 계약직으로 체결하며, 계약기간 만료 후 근무평가 및 기관 사정 등을 고려하여 상용직 전환을 검토합니다. 업무상 필요한 경우 당사자 간 합의 및 관련 법령에 따라 연장근로를 실시할 수 있습니다. 채용과 관련한 세부 조건(수습기간, 급여 및 기타 근로조건 등)은 기관의 사정 및 내부 규정에 따라 변경될 수 있으며, 자세한 사항은 사업장으로 문의하시기 바랍니다. 제출된 서류의 기재내용이 사실과 다르거나 채용 결격사유가 확인될 경우 채용이 취소될 수 있습니다. 적격자가 없을 경우 채용하지 않을 수 있습니다. 장애인활동지원사업의 안정적인 운영과 이용자에게 보다 나은 서비스를 제공하기 위해 함께할 역량 있는 사회복지사 여러분의 많은 지원 바랍니다.",사회복지사,-,학력무관,관계없음,"연봉 3,000만원 ~ 4,000만원",고용형태,"부산광역시 동래구 명륜로 69 (수안동, 경보 이리스힐)",1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5613261/Ext?siteCode=WN&sc=,550102,"부산 해운대 장산역 인근, 홀로 계신 2등급 여성 어르신을 전담해 주실 요양보호사 구인건입니다. 이번에 처음 장기요양 등급을 받으신 어르신으로, 잘 보살펴주실 분이 필요합니다. 근무 지역: 해운대구 장산역 역세권 담당 케어: 기저귀 교체, 식사 도움(직접 식사 가능) 어르신만 잘 돌보아 주시면 됩니다. 보호자 좋습니다. 근무 일정: 월요일~토요일 (일요일 및 격주 휴무는 보호자와 일정 상의 가능) 근무 시간: 오전 8:00 ~ 10:30 사이 출근 (일 4시간, 기재한 시간에서 출근 시간 조율이 가능) 급여 수준: 시급 13,200원 ~ 13,400원 (중증수당 6천원 별도입니다, 시급은역량 및 협의에 따른 우대) 필수 조건: 요양보호사 자격증 보유자",재가 요양보호사,재가요양보호사,학력무관,관계없음,"시급 10,320원 ~ 13,400원",고용형태,부산광역시 해운대구 해운대로 537-1 (우동),1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5611717/Ext?siteCode=WN&sc=,550102,"79세 여자 4등급 부산 남구 석포로에 거주하시는 장기요양 수급자 가정에 방문하여 일상생활지원, 식사및 가사활동지원 등 방문요양 서비스를 제공합니다. 근무시간 요일 : 주 2회 (화, 금, 오전 09:00 ~ 12:00, 3시간)",재가 요양보호사,재가요양보호사,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 남구 석포로64번길 69-10 (감만동),1명,2026-09-08 20:58:50
https://www.jobkorea.co.kr/Recruit/GI_Read/5612353/Ext?siteCode=WN&sc=,561100,"[양정동] 현대2차아파트 미화원 모집 ▷ 업체명 : ㈜세웅서비스 ▷ 근무장소 : 양정현대2차아파트 (양정역 인근) ▷ 근무내용 : 아파트 미화 업무 ▷ 근무시간 : 주5일 월-금 09:00-16:00 (휴게시간 12:00~13:15) ▷ 급여 : 1,547,180원 ▷ 즉시출근가능자 우대 ▷ 신입지원가능/ 신체 건강한 분들의 많은 지원바랍니다. * 문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6401) * 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.",건물 청소원,-,학력무관,관계없음,월급 154만원 ~ 154만원,고용형태,"부산광역시 부산진구 거제대로 37, 양정현대2차아파트 (양정동, 현대아파트)",1명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5612381/Ext?siteCode=WN&sc=,550101,행복을 누리자! 건강을 누리자!누림주간보호센터에서 요양보호사 선생님을 모집합니다. ■ 채용분야 ▷ 모집부분 : 주간보호센터 요양보호사 ▷ 채용인원 : 1명 ■ 자격기준: ▷ 요양보호사 자격증 소지자 ▷ 운전면허증 소지자 ■ 업무내용 : ▷ 기능회복훈련 및 신체활동 지원 등 요양서비스 제공 ▷ 송영(운전 및 운전자 보조) 서비스 제공 ▷ 프로그램 진행 및 센터 환경미화 ■ 근무형태: 주 5일 근무 (월~토 중 5일근무) ■ 기타사항 ▷ 성심 성의껏 근무 해 주실 분을 구합니다. ■ 문의처 051-516-2333,요양보호사(노인요양사),요양보호사,학력무관,관계없음,월급 215만원 ~ 215만원,고용형태,부산광역시 금정구 금강로 230-9 (장전동),1명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5612382/Ext?siteCode=WN&sc=,542001,"※ 동래반도유보라 경비원 모집(4명) - 경비원 신임 교육이수자 필수 - 격일제 근무 - 근무시간 : 09시00분~ 익월 09시00분 (휴게시간 : 12시00분~14시00분, 18시00분~20시30분) (야간취침시간 : 24시00분~04시00분) - 접수 방법 : 고용24 지원, 팩스 , 이메일 접수 ※ 전화문의 사절 ※ 이력서 제출시 "" 동래반도유보라 경비원""작성 부탁드립니다.",아파트·빌라 경비원,아파트경비원,학력무관,관계없음,월급 282만원 ~ 282만원,고용형태,"부산광역시 동래구 온천천로319번길 32, 동래 반도유보라 (낙민동, 동래 반도유보라)",4명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5612423/Ext?siteCode=WN&sc=,561100,"[온천동] 아파트 미화원 -아파트 청소, 미화업무 -월~금 9:00~15:30(휴게1시간) -토요일 격주근무 9:00~12:00 -월급여 1,568,640원 -1개월 계약 후 연장검토 ☆온천동 래미안포레스티지",건물 청소원,-,학력무관,관계없음,월급 156만원 ~ 156만원,고용형태,"부산광역시 동래구 금강로131번길 42 (온천동, 래미안포레스티지)",4명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5612424/Ext?siteCode=WN&sc=,561101,"[온천동] 아파트 미화원 -아파트 외곽청소, 미화업무 -월~금 9:00~15:30(휴게1시간) -토요일 격주근무 9:00~12:00 -월급여 1,668,640원 -1개월 계약 후 연장검토 -온천동 래미안포레스티지","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",-,학력무관,관계없음,월급 166만원 ~ 166만원,고용형태,"부산광역시 동래구 금강로131번길 42 (온천동, 래미안포레스티지)",3명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5610842/Ext?siteCode=WN&sc=,561101,"오피스 빌딩 미화원 구인 -근무시간: 06:00~15:00(월~금 ) -휴게시간: 09:30~10:30, 11:30~12:30(1일 2시간) -주말, 공휴일 휴무 -4명이서 함께 근무 -중식제공X -FAX지원시 지원 현장명 꼭 기재 부탁드립니다.(예: 동래구 수안동 빌딩 미화원 모집)","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",아파트청소원,학력무관,경력,월급 196만원 ~ 196만원,고용형태,부산광역시 동래구 명륜로 83 (수안동),1명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5611730/Ext?siteCode=WN&sc=,890000,분체/액체 도장 보조,기타 제조 관련 단순 종사원,-,학력무관,관계없음,"시급 10,320원 이상",고용형태,부산광역시 강서구 녹산산단261로23번길 28,2명,2026-09-08 20:58:51
https://www.jobkorea.co.kr/Recruit/GI_Read/5611722/Ext?siteCode=WN&sc=,890000,주물공장 자동차 부품 생산직,기타 제조 관련 단순 종사원,-,학력무관,관계없음,"시급 10,320원 이상",고용형태,"부산광역시 강서구 녹산산단382로59번길 33, 대동씨엠 (송정동)",3명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5610844/Ext?siteCode=WN&sc=,561101,"오피스 빌딩 미화원 구인 근로시간 : 월 ~ 금 05 : 30 ~ 15 : 30 휴게시간 : 2시간 (11:30~13:30) 임 금 : 월 2,212,940원 중식 지원 공휴일 휴무 2명이서 함께 근무 * 입사지원시 신청하는 현장명 꼭 적어주세요. (예: 금정구 빌딩 지원)","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",아파트청소원,학력무관,경력,월급 221만원 ~ 221만원,고용형태,"부산광역시 금정구 무학송로 158, 세정빌딩 (부곡동)",1명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5611314/Ext?siteCode=WN&sc=,027102,"[모집직무] 세무회계 사무원(회계·세무 사무소) [직무소개] 우리 회계법인은 다양한 기업 고객을 위해 정확하고 효율적인 세무회계 서비스를 제공하고 있습니다. 본 직무는 세무회계 업무를 전담하고, 세무회계 관련 법규 및 개선 사항을 꾸준히 학습하여 전문성을 높이는 데 기여할 것입니다. [주요업무] - 거래처 장부관리 - 거래처 수금관리",회계 사무원(회계·세무 사무소),회계사무원(회계사무소),학력무관,관계없음,"연봉 2,600만원 ~ 3,600만원",고용형태,"부산광역시 동구 중앙대로260번길 7-5, 703호 (초량동)",1명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5611320/Ext?siteCode=WN&sc=,121100,"대기오염 관리, 대기질 모델, 환경정책 연구수행",자연과학 연구원,-,박사,관계없음,"연봉 3,800만원 ~ 8,500만원",고용형태,"부산광역시 부산진구 중앙대로 955, 8, 9층 (양정동)",1명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5610264/Ext?siteCode=WN&sc=,890001,1. 제품(밸브) 조립 2. 제품(밸브) 포장 : 팔레트 위 적재 후 랩핑 3. 제품에 식별명판 부착 4. 출고품 선별 및 정리 등,기계·금속 분야 단순 종사원,기계분야 단순노무자,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 강서구 미음산단2로 62 (구랑동),5명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5610326/Ext?siteCode=WN&sc=,231101,"* 담당업무 : 장애인복지관 업무 전반 * 지원자격 ① 사회복지사 또는 장애인재활상담사(4급, 1명) : 사회복지사 자격증(2급 이상) 또는 장애인재활상담사 자격증(2급 이상) 소지자 ② 운전면허증 소지자로 운전가능자 ③ 만 60세 미만(보건복지부 사회복지시설 관리 안내 및 기관 운영규정에 따라 정년이 만60세로 만60세 이상은 응시 할 수 없음) ④ 사회복지시설 종사자 결격사유에 해당하지 않는 사람 * 임금 : 사회복지사(4급) 1호봉 기준으로 경력에 따라 상이할 수 있음 (당해연도 부산시 장애인 권익지원사업 인건비 가이드라인 적용) * 채용일자 : 2026.10.1.(목) * 상세내용 채용공고문 참고",사회복지사(사회복지시설),"사회복지사(사회복지시설, 노인복지시설, 장애인복지시설 등)",학력무관,신입,월급 220만원 ~ 220만원,고용형태,"부산광역시 수영구 장대골로 75-14, 2층 사무실(수영구장애인복지관)(광안동) (광안동)",1명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5612398/Ext?siteCode=WN&sc=,561101,"※ 동래반도유보라 미화반장님 구인합니다. 1. 급여 : 1,885,360원(세전) 2. 근무형태 : 주 6일 근무 3. 근무시간 : 평일 09시00분~16시00분 토요일 09시00분~12시00분 (휴게시간 12시00분~13시00분) 4. 업 무: 아파트 청소 5. 접수 방법 : 고용24지원, 팩스, 이메일 접수 ※ 전화 문의 사절 ※ 이력서 제출시 ""반도유보라 미화원 반장 지원"" 작성 부탁드립니다.","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",아파트청소원,학력무관,관계없음,월급 188만원 ~ 188만원,고용형태,"부산광역시 동래구 온천천로319번길 32, 동래 반도유보라 (낙민동, 동래 반도유보라)",1명,2026-09-08 20:58:52
https://www.jobkorea.co.kr/Recruit/GI_Read/5610841/Ext?siteCode=WN&sc=,140206,남천 써밋리미티드 기계설비현장 안전관리업무 현장주소 : 부산시 수영구 남천동 545-2 토요일 격주근무,건축안전·환경·품질·에너지관리 기술자,건설현장안전관리자,학력무관,관계없음,월급 360만원 이상,고용형태,부산광역시 수영구 광안해변로15번길 54 (남천동),1명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5611219/Ext?siteCode=WN&sc=,852101,"고무사출성형기 오퍼레이터(자동차부품) 주,야 근무 가능자 인근거주자",고무 사출성형기 조작원,고무사출기조작원,학력무관,관계없음,"시급 10,320원 이상",고용형태,부산광역시 강서구 녹산산단262로50번길 6 (송정동),2명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5610736/Ext?siteCode=WN&sc=,550102,"4등급 여자어르신 (당감동백양순환로) *월~금. 주5회 09:00~12:00 *식사준비, 청소 및 정리정돈,산책동행. 전반적인 어르신 케어 도움. *시급 13000원(제세수당포함)",재가 요양보호사,재가요양보호사,학력무관,신입,"시급 13,000원 ~ 13,000원",고용형태,"부산광역시 부산진구 백양순환로 55, 4동 (당감동, 백산아파트)",1명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5611383/Ext?siteCode=WN&sc=,550101,"* 모집정보 - 근무지역 : 부산광역시 사상구 - 근무형태 : 주5일 근무 ( 월 2 회 토요일 근무) * 토요일 근무 시 평일대체 휴무 - 업무내용 : 주야간보호 어르신 케어, 프로그램, 송영 - 급여 : 2,160,000원 - 지원방법 : 방문접수 후 면접 -1개월 계약기간(계약기간 후 업무능력에 따라 재계약 가능) * 필수자격 - 토요일 격주 근무, 국가공휴일 근무가능자(주말근무 시 평일 대체휴무 제공) - 요양보호사 자격증 - 12인승 운전가능한 자 또는 2종 보통 운전가능한 자 * 우대사항 - 주간보호 유경험자 - 사상구 인근 거주자 - 2종 보통 운전가능자 또는 12인승 운전가능자 - 지원금 대상자 * 접수 시 필수서류 - 이력서 - 자격증 사본(요양보호사 자격증, 1종보통 운전면허증- 개인정보 삭제후 제출) * 채용 확정 후 필요서류 - 주민등록등본 - 통장사본(국민은행) - 직장채용검진결과서 - 노인학대범죄경력회신서 - 장애인학대범죄경력회신서 (가까운 경찰서 민원실 방문 후, 센터로 연락 주시면 필요 서류 팩스 전송을 통해 발급 가능 /문의: 051-310-1122)",요양보호사(노인요양사),요양보호사,학력무관,관계없음,월급 216만원 ~ 216만원,고용형태,"부산광역시 사상구 낙동대로 910 (감전동, 마트월드)",1명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5610328/Ext?siteCode=WN&sc=,890000,1. 작업내용 : 비닐(필름)제조 완성품 접이 작업 2. 근무시간 : 08시부터 17시까지 3. 근무요일 : 평일 월요일 ~ 금요일 / 공휴일 휴무 4. 근무지 (기장군 장안읍 오리산단3로 50) 위치상 대중교통 통근 어려움.,기타 제조 관련 단순 종사원,권선공,학력무관,관계없음,월급 215만원 ~ 215만원,고용형태,부산광역시 기장군 장안읍 오리산단3로 50,1명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5610261/Ext?siteCode=WN&sc=,890000,이력서 지참 해서 오시면 바로 면접가능합니다.,기타 제조 관련 단순 종사원,권선공,학력무관,관계없음,월급 250만원 이상,고용형태,부산광역시 사상구 모라로6번길 13-16 (삼락동),2명,2026-09-08 20:58:53
https://www.jobkorea.co.kr/Recruit/GI_Read/5611494/Ext?siteCode=WN&sc=,232100,어린이집에서 유아들을 사랑으로 돌봐주실 보육교사를 채용합니다. * 고용촉진대상자/청년일자리사업대상자 우대 당직 근무시 8시30분~5시30분/9시~6시/9시30분~6시30분/ 출퇴근 가능하신 분 ◎부산고용센터 채용대행◎ 부산고용센터에서 입사지원서 취합을 돕고 있습니다. 사업장에서 서류 검토 후 개별 연락이 갈 예정입니다. 감사합니다. 지원방법:★고용24 구인공고 아래 보이는 ‘고용24 입사지원’ 클릭★,보육교사,-,학력무관,신입,월급 215만원 ~ 215만원,고용형태,"부산광역시 연제구 중앙천로 81-12, 102동 지상층 1층 어린이집 (연산동, 연제 SK VIEW Central)",1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611496/Ext?siteCode=WN&sc=,306500,"[모집직무] 물리치료사, 작업치료사 [직무소개] 달명스마트너싱홈은 기장군 기장읍 내리길168에 위치한 요양원입니다. 어르신의 재활, 일생생활 기능 회복을 위해 물리, 작업치료 프로그램을 계획하고 제공 [주요업무] - 환자의 평가 및 진단 - 개별 맞춤형 작업치료 프로그램 계획 및 운영 - 환자의 치료 과정 모니터링 및 기록 - 동료 및 의료진과 협업",물리 및 작업 치료사,-,학력무관,경력,월급 250만원 ~ 250만원,고용형태,"부산광역시 기장군 기장읍 내리길 168, 1층",1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611500/Ext?siteCode=WN&sc=,026501,"[채용대행]주간보호센터 사무원 구인 - 직무 : 어르신 관리 및 행정업무 일반 사무 및 차량운행 - 필수사항 : 실제운전가능자 (운전면허 1종, 2종 다 가능) 기본적으로 컴퓨터(엑셀,전산 등)다룰줄 아는분을 모십니다. - 식사제공 - 근무시간 : 주5일 40시간 근무(08:30~17:30) - 제출서류 : 이력서, 자기소개서 고용24 입사지원 바랍니다.",총무 및 일반 사무원,기업행정사무원,고졸~대졸(2~3년),신입,월급 215만원 ~ 215만원,고용형태,부산광역시 금정구 금정로185번길 30 (장전동),1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611316/Ext?siteCode=WN&sc=,027102,"1. 채용인원 - 수습기간(3개월, 기간제) 이후 정규직 전환 : 1명 2. 채용 조건 신입 3. 업무내용 - 세무신고, 결산, 인건비 신고 등 일반적인 세무대리업무 4. 우대조건 - 근무지와 가까운 곳에 거주하는 분 - 서비스업 또는 관련 업종 유경험자 - 업무 관련 자격증(재경관리사, 전산회계, 전산세무 등) 보유 - 일자리도양장려금 대상자(국민취업제도 참여자, 고용보험상실일로부터 4개월 이상 지난 분) - 장기 근무 가능자 5. 급여 조건 - 연봉(상여, 식대 포함) 2,800만원 중반 - 퇴직급여 별도(퇴직연금 별도 가입) - 근로기준법에 따른 연차휴가 부여 6. 계약조건 근무개시일~3개월(수습기간) 기간제 적용, 기간제 종료 이후 정규직 전환 기간제 적용 기간간 연봉, 휴가 등은 차이없이 적용함. 7. 회사소개 - 지하철역(부산진역), 버스정류장(YMCA)과 가까워서 대중교통을 통한 출퇴근 편리 - 사무실 리모델링을 하여 깨끗하고, 쾌적한 환경에서 근무 - 최신 장비 및 페이퍼리스(종이 서류 작성 안함) 환경 - 동료 직원들의 경력 5년 이상이며, 친절하여 업무 적응이 수월함 - 자유로운 연차 사용",회계 사무원(회계·세무 사무소),회계사무원(회계사무소),학력무관,신입,"연봉 2,800만원 ~ 2,850만원",고용형태,"부산광역시 동구 중앙대로 328, 3층 상지회계법인 (초량동)",1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611497/Ext?siteCode=WN&sc=,307500,주간보호센터에서 간호조무사 구합니다. 운전가능하신 분 지원 부탁드립니다. 어르신 병원 동행 및 기본적인 간호업무 입니다. 주간보호센터 경력 있으신 선생님 우대합니다!,간호조무사,-,학력무관,관계없음,월급 215만원 ~ 215만원,고용형태,"부산광역시 동구 중앙대로 328, 4층 (초량동, 금산빌딩)",1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611370/Ext?siteCode=WN&sc=,813201,CNC 경력자및 보조구함,CNC 선반 조작원(NC 선반 조작원),CNC lath가공원,학력무관,경력,월급 273만원 ~ 350만원,고용형태,"부산광역시 사상구 낙동대로815번길 28-36, 세종테크",2명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5611591/Ext?siteCode=WN&sc=,550101,"- 요양원 내 전반적인 어르신 케어, 위생관리, 서류작성 - 주/야 2교대 근무(주간 : 09:00~18:00 / 야 : 18:00~09:00) - 근무 편성표에 의한 근무(야간 월 평균 6일~7일 근무) - 기본급 지급 + 야간 근무 일수에 따른 야간, 연장수당 별도 지급",요양보호사(노인요양사),요양보호사,학력무관,관계없음,월급 215만원 이상,고용형태,부산광역시 부산진구 월드컵대로435번길 116 (초읍동),1명,2026-09-08 20:58:54
https://www.jobkorea.co.kr/Recruit/GI_Read/5610258/Ext?siteCode=WN&sc=,890001,자동차부품 생산직 프레스 작업및 보조업무,기계·금속 분야 단순 종사원,기계분야 단순노무자,학력무관,신입,"시급 10,320원 이상",고용형태,"부산광역시 사하구 보덕포1길 99, (장림동) (장림동)",2명,2026-09-08 20:58:55
https://www.jobkorea.co.kr/Recruit/GI_Read/5611207/Ext?siteCode=WN&sc=,550102,"[가족휴가제 요양보호사] -근무시간 : 하루 12시간 (월 2회, 24시간 근무) -가족휴가제 근무일자 협의 -센터위치 : 동래구 명장로 121 (명장동) -센터이용 대상자 재가요양보호사의 업무",재가 요양보호사,-,학력무관,신입,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 동래구 명장로 121 (명장동),1명,2026-09-08 20:58:55
https://www.jobkorea.co.kr/Recruit/GI_Read/5611366/Ext?siteCode=WN&sc=,613203,"공장건축 영업사원 레미콘회사근무 우대, 설계사무실 출신우대 (경력에 따라 급여는 협의 가능)",건설수주 영업원,건축공사수주영업원,학력무관,경력,"연봉 4,500만원 ~ 5,000만원",고용형태,"부산광역시 사상구 괘감로 131 (감전동, 삼주오피스텔)",1명,2026-09-08 20:58:55
https://www.jobkorea.co.kr/Recruit/GI_Read/5611368/Ext?siteCode=WN&sc=,016300,"부산산업(주)에서 레미콘 생산 책임자를 모집합니다. - 레미콘 생산 책임자(업무 : 생산 출하 공무 등 업무) - 레미콘 경력에 따른 연봉 협의 가능 - 레미콘 오프레이터 경력 우대 - 전기, 기계설비 관련 자격증 보유자, 소방 안전 냉동기 자격보유자 및 관련 전공자 우대 * 면접 : 이력서 검토 후 개별적으로 진행",제품 생산 관련 관리자,-,학력무관,경력,"연봉 6,000만원 이상",고용형태,부산광역시 사상구 장인로 35 (감전동),1명,2026-09-08 20:58:55
https://www.jobkorea.co.kr/Recruit/GI_Read/5610996/Ext?siteCode=WN&sc=,532300,"[일식주점]조리 및 보조업무 -나베, 닭튀김,우동 이자까야 -주방보조, 재료손질, 설거지 등 -경력무관, 신입가능 -주6일, (주말포함, 협의가능) -근무시간 : 18:00~24:00(5.5시간) -부산진구 전포동 (놀이터시장 인근) -시급 10320원 이상~",주방 보조원,-,학력무관,관계없음,"시급 10,320원 이상",고용형태,"부산광역시 부산진구 동성로87번길 23, 1층 (전포동)",1명,2026-09-08 20:58:55
https://www.jobkorea.co.kr/Recruit/GI_Read/5611218/Ext?siteCode=WN&sc=,852401,주 업무 [고무 o-ring 제품 포장] 제품 검사 후 포장 하기 보조 업무 [납품 영업] 거래처 방문 후 납품 1종 보통 면허를 소유하신 분 모집합니다. # 포터(수동) 운전 가능하신 분,고무제품 조립원 및 검사원,-,고졸~대졸(2~3년),관계없음,"시급 10,320원 이상",고용형태,부산광역시 사상구 학장로 301,1명,2026-09-08 20:58:55
